address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Stationsgatan 23,Uppsala,753 40,Sweden,https://www.acuvi.com,Electronic Components,electronic-components,Electronic Components,Technology,technology,Technology,"Acuvi AB provides components and systems solutions for motion and positioning in Sweden and internationally. The company provides solutions in the field of life science instrumentation, semicon, medtech, and advanced industrial. Its products are primarily used in advanced microscopy and imaging, microfluids, semiconductor, manufacturing, and advanced optics. The company was formerly known as PiezoMotor Uppsala AB (publ) and changed its name to Acuvi AB in April 2022. Acuvi AB was incorporated in 1997 and is headquartered in Uppsala, Sweden.",54,"[{'maxAge': 1, 'name': 'Mr. Olof  Stranding', 'age': 49, 'title': 'CEO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mika  Niemi', 'title': 'Chief Operating Office', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tomas  Barkman', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anders  Linden', 'title': 'Head of Administration', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tor  Wirsen', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nils  Sjoholm', 'title': 'Global Sales Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Shane  Maher', 'title': 'President of Acuvi Inc \x96 North America', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,18.34,18.32,17.88,18.88,18.34,18.32,17.88,18.88,1494460800,0.0,0.929,19.050505,-8.572727,28397,28397,29966,24676,24676,18.16,18.86,580884224,12.4,20.75,3.1586103,17.32,16.3069,0.0,0.0,SEK,False,634988992,0.17357,20144820,29481700,0.38634998,0.08493,30799800,13.909,1.3559566,1735603200,1767139200,1743379200,-0.289,31920000,0.99,-2.2,3.453,16.874,0.41832066,0.10611236,3.578396,1494460800,EQUITY,18.86,none,15190000,0.515,37632000,72928000,0.615,1.47,183904992,17.785,6.449,0.03355,0.09228,113482000,3885000,-6358000,-0.294,0.125,0.61707,0.20462999,0.12991999,SEK,ACUVI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,2.835335,18.86,Acuvi AB,0.52000046,17.88 - 18.88,Stockholm,29966,6.460001,0.52096784,12.4 - 20.75,-1.8899994,-0.09108431,41.832066,1745480780,1755082740,1755518400,1730797200,1730797200,True,0.99,-2.2,1.5400009,0.0889146,2.5531006,0.15656567,15,0,False,1465455600000,False,Acuvi AB,CLOSED,[],1752852205,STO,finmb_34434617,Europe/Stockholm,CEST,7200000,se_market,False,
