address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,shortName,longName,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Arenavägen 41,Johanneshov,12177,Sweden,46 8 54 52 92 00,https://www.opter.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Opter AB (publ), a SaaS company, provides transport planning solutions primarily in Sweden, Norway, Finland, Denmark, and other Nordic countries. It offers order management, transport planning, communication, system integration, pricing, invoicing, and other solutions. The company was incorporated in 2001 and is headquartered in Johanneshov, Sweden.",50,"[{'maxAge': 1, 'name': 'Mr. Viktor  Edlund', 'age': 48, 'title': 'Chief Executive Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John  Stattin', 'age': 34, 'title': 'Chief Financial Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Frisk', 'age': 46, 'title': 'CTO & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mattias  Samuelsson', 'age': 53, 'title': 'Sales Manager', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,106.5,106.5,106.5,118.5,106.5,106.5,106.5,118.5,2.91,2.75,1745798400,0.8169,0.283,39.436623,8704,8704,11004,15907,15907,111.0,111.5,681692480,90.0,131.5,7.236958,102.896,111.9165,2.91,0.027323944,SEK,False,602280000,0.18083,1716180,6000000,0.71298,0.12654,6086540,6.07,18.4514,1735603200,1767139200,1743379200,-0.089,17033000,2.84,6.394,28.384,0.06122446,0.10611236,2.91,1745798400,EQUITY,112.0,none,33720000,5.62,21218750,0,3.704,3.704,94196000,15.699,0.27805,0.48833,45896000,12049750,15952000,-0.092,0.134,0.48724,0.22525999,0.21226,SEK,OPTER.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,[],1752851900,STO,finmb_684847307,Europe/Stockholm,CEST,7200000,se_market,False,5.164319,112.0,False,1637654400000,5.5,106.5 - 118.5,Stockholm,11004,22.0,0.24444444,90.0 - 131.5,-19.5,-0.14828898,6.122446,CLOSED,Opter AB,Opter AB (publ),2.84,9.103996,0.08847765,0.08350372,0.00074612524,15,0,
