address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,trailingPegRatio
Larsbergsvägen 10,P.O. BOX 100 35,Lidingö,181 10,Sweden,46 86 13 35 00,https://www.johnmattson.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"John Mattson Fastighetsföretagen AB (publ) operates as a residential property owner in Sweden. It owns, develops, and manages rental apartments, as well as commercial premises and leasehold properties in municipalities, including Lidingö, Sollentuna, Stockholm, Nacka, and Upplands Väsby. The company was founded in 1945 and is headquartered in Lidingö, Sweden.",46,"[{'maxAge': 1, 'name': 'Mr. Per  Nilsson', 'age': 46, 'title': 'Chief Executive Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 4500000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ebba Pilo Karth', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Wiren', 'age': 43, 'title': 'Chief Administrative Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charlotte  Norden', 'title': 'Chief Marketing Officer & Head of Corporate Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Fornbrandt', 'age': 45, 'title': 'Head of Business Development', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Louise  Wall', 'age': 38, 'title': 'Head of Sustainability', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ludmilla  Brandt', 'age': 40, 'title': 'Head of Project Development', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,63.8,63.8,62.8,63.8,63.8,63.8,62.8,63.8,0.0,0.691,12.629482,24.29119,10991,10991,37494,22548,22548,63.2,63.6,4865214464,52.0,68.8,7.4780426,63.448,62.114,0.0,0.0,SEK,False,12191205376,0.85752,33699497,75793904,0.55525,0.20038,76738400,81.788,0.77517486,1735603200,1767139200,1743379200,24.788,557900032,5.02,2.61,18.738,29.146,0.016129017,0.10611236,EQUITY,63.4,70.0,70.0,70.0,70.0,none,1,53800000,0.71,418275008,7233600000,0.111,0.111,650600000,115.817,8.584,0.01763,0.094849996,470600000,32287500,174200000,24.788,0.05,0.72333,0.64291,0.59129,SEK,JOMA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766197,STO,finmb_229550122,Europe/Stockholm,CEST,7200000,se_market,False,5.02,2.61,-0.048000336,-0.0007565303,1.2860031,0.020703917,15,0,False,False,1559718000000,-0.3999977,62.8 - 63.8,Stockholm,37494,11.400002,0.2192308,52.0 - 68.8,-5.4000015,-0.07848839,1.6129017,1752161400,1752161400,1752161400,1752134400,1752134400,False,-0.6269556,63.4,PREPRE,John Mattson Fastighetsföretag,John Mattson Fastighetsföretagen AB (publ),
