address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Sveavägen 167,Box 190 90,Stockholm,104 32,Sweden,46 1 04 76 60 00,https://www.hifab.se,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Hifab Group AB (publ) provides project management and consulting services in Sweden, rest of Europe, Asia, and Africa. It offers advisory services in the real estate and civil engineering industry. Hifab Group AB (publ) was founded in 1947 and is headquartered in Stockholm, Sweden.",191,"[{'maxAge': 1, 'name': 'Mr. Nicke  Rydgren', 'age': 48, 'title': 'Chief Executive Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Johan  Lakelius', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Emma  Johansson', 'age': 33, 'title': 'Chief Marketing Officer', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Amanda  Tevell', 'age': 35, 'title': 'VP & CEO of Hifab Advisory', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,3.38,3.48,3.48,3.48,3.38,3.48,3.48,3.48,1557878400,0.0,5.96,0.2,8.487805,12.428572,400,400,26861,30750,30750,3.36,3.48,0,0,222670592,2.96,4.08,0.6892013,3.56,3.4856,0.17,0.050295856,SEK,False,225520080,0.076469995,9878414,59276200,0.29953,0.56214,63985800,1.415,2.459364,1735603200,1767139200,1743379200,-0.143,24705000,0.41,0.28,0.698,8.766,0.02352941,0.12969577,0.12,1557878400,EQUITY,3.48,none,7600000,0.125,25727000,14100000,1.906,1.962,323084992,15.427,5.31,0.09871,0.31134,218739008,18226250,26965000,-0.103,-0.061,0.67703,0.079629995,0.08489,SEK,HIFA-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,[],1752667349,STO,finmb_7867052,Europe/Stockholm,CEST,7200000,se_market,False,2.958577,3.48,False,Hifab Group AB ser. B,Hifab Group AB (publ),0.099999905,3.48 - 3.48,Stockholm,26861,0.52,0.17567566,2.96 - 4.08,-0.5999999,-0.1470588,2.352941,0.41,0.28,-0.07999992,-0.02247189,-0.0055999756,-0.001606603,15,0,False,962866800000,
