address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Mäkelänkatu 87,Helsinki,00610,Finland,https://summadefence.fi,Aerospace & Defense,aerospace-defense,Aerospace & Defense,Industrials,industrials,Industrials,"Summa Defence Oyj operates as a defense and security technology group. The company was formerly known as Meriaura Group Oyj and changed its name to Summa Defence Oyj in June 2025. Summa Defence Oyj was incorporated in 2024 and is based in Helsinki, Finland.","[{'maxAge': 1, 'name': 'Mr. Jussi  Holopainen', 'age': 47, 'title': 'President & CEO', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Samuli  Koskela', 'title': 'Co-Founder & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Risto  Takkala', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tommi  Manninen', 'age': 53, 'title': 'Chief Communications Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tommi  Malinen', 'age': 61, 'title': 'Chief Sales Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.548,0.546,0.526,0.548,0.548,0.546,0.526,0.548,0.0,1565981,1565981,4871287,2044348,2044348,0.53,0.536,2470355968,0.526,1.645,0.66879165,0.66879165,0.0,0.0,SEK,False,0.0,4567190016,0.02964,0.11612,4591739904,-0.27,-0.60427046,0.10611236,EQUITY,0.538,none,0.0,0.0,0.0,SUMMAS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,-1.824816,0.538,[],1752852592,STO,finmb_1895729177,Europe/Stockholm,CEST,7200000,se_market,False,False,Summa Defence Oyj,Summa Defence Oyj,-0.00999999,0.526 - 0.548,Stockholm,4871287,0.011999965,0.02281362,0.526 - 1.645,-1.107,-0.67294836,-60.427048,-0.27,-0.13079166,-0.19556414,-0.13079166,-0.19556414,15,0,False,1749538800000,
