address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Stora Åvägen 21,Askim,Gothenburg,436 34,Sweden,46 20 11 14 44,https://norditek.se,Waste Management,waste-management,Waste Management,Industrials,industrials,Industrials,"Norditek Group AB (publ) develops, sells, leases, or rents out crushers, sorting plants, and self-developed machines to recycle and convert materials into salable products in Sweden. The company also offers washing equipment, belt conveyor, crushing plants, mobile crushers, sighting, waste components, crushes, magnets, sorting plants, stackers, water bath, wind visibility, and accessories, used machines, and accessories. Norditek Group AB (publ) was founded in 1998 and is headquartered in Gothenburg, Sweden.",11,"[{'maxAge': 1, 'name': 'Mr. Daniel  Carlberg', 'title': 'President, CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fredric  Johansson', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,17.9,17.65,17.05,17.65,17.9,17.65,17.05,17.65,0.0,1.167,18.532608,71,71,4154,2895,2895,17.05,17.45,223687472,7.36,18.0,2.0840511,14.764,11.56365,0.0,0.0,SEK,False,228290752,0.10682,2429603,12637700,0.80775,0.0,13119500,6.369,2.6770294,1725062400,1756598400,1740700800,11465000,0.92,2.127,10.448,0.6811594,0.10611236,EQUITY,17.05,none,2814000,0.223,21851000,29533000,1.34,4.233,107333000,36.69,8.493,0.080979995,0.15341,46781000,15139375,18850000,2.668,0.43585,0.20357999,0.18847,SEK,NOTEK.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-4.7486057,17.05,Norditek Group AB (publ),-0.8500004,17.05 - 17.65,Stockholm,4154,9.689999,1.3165759,7.36 - 18.0,-0.95000076,-0.05277782,68.11594,0.92,2.2859993,0.15483604,5.486349,0.47444788,15,0,2021-11-10,False,1636531200000,False,Norditek Group AB,CLOSED,[],1752851133,STO,finmb_1680391723,Europe/Stockholm,CEST,7200000,se_market,False,
