address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Dala 152,Härnösand,871 93,Sweden,46 6 11 50 57 70,https://www.hernogin.com,Beverages - Wineries & Distilleries,beverages-wineries-distilleries,Beverages - Wineries & Distilleries,Consumer Defensive,consumer-defensive,Consumer Defensive,"Hernö Gin AB (publ) produces and sells gins in Sweden and internationally. The company offers various cocktails. It also operates bar and hotel under the Hernö Gin brand name. The company was incorporated in 2011 and is based in Härnösand, Sweden.",[],[],86400,4,5.02,5.02,4.85,5.38,5.02,5.02,4.85,5.38,0.0,27.666666,10824,10824,13219,11161,11161,4.85,4.98,205773104,3.1,6.8,4.1704,3.8836675,0.0,0.0,SEK,False,0.0,28284500,0.29736,0.08609,41319900,0.18,-0.16955018,0.10611236,EQUITY,4.98,none,0.0,0.0,0.0,HERNO-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-0.03999996,4.85 - 5.38,Stockholm,13219,1.8800001,0.6064517,3.1 - 6.8,-1.8200002,-0.2676471,-16.955017,False,[],1752847604,STO,finmb_271609426,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,False,1718780400000,0.18,0.8095999,0.19413002,1.0963326,0.2822931,15,0,-0.79681206,4.98,
