address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,corporateActions,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketTime,trailingPegRatio
Ringvägen 100,10 tr,Stockholm,118 60,Sweden,46 8 55 56 56 00,https://www.dedicare.se,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"Dedicare AB (publ) operates as a recruitment and staffing company in the healthcare, life science, education, and social work industries in Sweden, Norway, Finland, the United Kingdom, and Denmark. It recruits and contracts doctors and nurses; social secretaries, family therapists, curators and family home consultants, psychologists, and various support services in psychosocial work; educators, assistants, and other roles to schools and preschools; and offers recruitment and interim solutions in life science, pharmaceutical, biotechnology, and medical technology industries, as well as other related activities. Dedicare AB (publ) was incorporated in 1995 and is headquartered in Stockholm, Sweden.",904,"[{'maxAge': 1, 'name': 'Ms. Jenny  Pizzignacco', 'age': 45, 'title': 'Head of HR & Director', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bard  Kristiansen', 'age': 54, 'title': 'CEO, MD & Interim CEO of Dedicare Sweden', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anette  Sandsjo', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mattis  Kjellin', 'age': 52, 'title': 'Chief Information Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kasper  Madsen', 'age': 45, 'title': 'MD and CEO of Denmark, Adm. Manager& Head of Dedicare International', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anna  Fredriksson', 'age': 35, 'title': 'Head of Marketing', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lene Langas Odegard', 'age': 41, 'title': 'Chief Executive Officer of Dedicare Norway', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,7,4,10,7,1748736000,1735603200,[],86400,2,46.0,45.0,45.0,45.6,46.0,45.0,45.0,45.6,2.5,5.56,1745884800,1.4349,6.25,0.949,10.584989,4.243363,12248,12248,12987,11878,11878,45.35,46.35,0,0,439881792,40.2,73.7,0.26766896,44.329,53.443,2.5,0.054347824,SEK,False,298318880,0.02645,5568040,7550740,0.31344,0.12536,9562640,30.922,1.5506759,1735603200,1767139200,1743379200,-0.343,43472000,4.53,11.3,0.182,6.633,-0.24009508,0.11708844,2.5,1745884800,EQUITY,47.95,none,155500000,16.261,44972000,23500000,1.451,1.451,1643379968,7.947,172.078,0.03255,0.13983,250928992,29058500,99084000,-0.333,-0.184,0.15269,0.02737,0.013940001,SEK,DEDI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,4.2391324,47.95,[],PREPRE,STO,finmb_46274613,Europe/Stockholm,CEST,7200000,se_market,False,Dedicare AB ser. B,Dedicare AB (publ),False,1304492400000,1.9500008,45.0 - 45.6,Stockholm,12987,7.75,0.19278607,40.2 - 73.7,-25.749996,-0.34938937,-24.009508,1752231540,1752231540,1752231540,False,4.53,11.3,3.6210022,0.08168473,-5.493,-0.102782406,15,0,False,1751902366,
