address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,trailingPegRatio
Artillerigatan 42,Stockholm,114 45,Sweden,46 08 67 87 420,https://www.netjobs.com,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"NetJobs Group AB (publ) owns and operates digital platforms and services for job advertising and employer branding primarily in Sweden, Germany, and internationally. It offers its services through its job and career sites, social media, media partners, and recruitment fairs. The company was formerly known as Svensk Internetrekrytering AB and changed its name to NetJobs Group AB (publ). NetJobs Group AB (publ) was founded in 2004 and is based in Stockholm, Sweden.",1,"[{'maxAge': 1, 'name': 'Mr. Niklas  Eriksson', 'age': 44, 'title': 'CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 621000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lukas  Bacic', 'age': 36, 'title': 'VP & Sales Director', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.71,0.74,0.72,0.765,0.71,0.74,0.72,0.765,0.25,24.04,1746576000,0.0,1.233,2.0405405,58040,58040,581591,200802,200802,0.755,0.765,0,0,27564220,0.31,4.1,5.4843254,0.86972,0.671525,0.25,0.35211268,SEK,False,23759676,2.42081,4173652,32401600,0.88399005,0.00179,36508900,0.333,2.2672672,1735603200,1767139200,1743379200,12167000,0.37,4.727,1.703,1.0202019,0.10611236,0.25,1746576000,EQUITY,0.755,none,9938000,0.307,13953750,0,13.524,13.524,5026000,0.155,0.78928,2.59397,1728000,7869375,10614000,0.34381,2.7763102,2.7119,SEK,NJOB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_29434032,Europe/Stockholm,CEST,7200000,se_market,False,6.338031,0.755,[],1752763356,102.020195,0.37,-0.11471999,-0.13190451,0.08347499,0.124306604,15,0,False,NetJobs Group AB,NetJobs Group AB (publ),PREPRE,False,1198828800000,0.045000017,0.72 - 0.765,Stockholm,581591,0.445,1.4354838,0.31 - 4.1,-3.3449998,-0.81585366,
