address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Sveavägen 163,Stockholm,113 46,Sweden,46 8 50 10 04 00,https://www.enity.com,Mortgage Finance,mortgage-finance,Mortgage Finance,Financial Services,financial-services,Financial Services,"Enity Holding AB (publ) engages in providing mortgage services in Sweden, Norway and Finland. The company develops a cloud-based operating model for providing digital mortgage bank. It offers a low risk profile, a diversified funding base, and a technology platform. The company was formerly known as Bluestep Bank AB (publ) and change its name to Enity Holding AB (publ) in December 2024. Enity Holding AB (publ) was incorporated in 2004 and is headquartered in Stockholm, Sweden.",252,"[{'maxAge': 1, 'name': 'Mr. Bjorn  Lander', 'age': 49, 'title': 'Chief Executive Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'totalPay': 5000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pontus  Sardal', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Fogelstrom', 'age': 41, 'title': 'Chief Information Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Marker', 'age': 45, 'title': 'Chief Legal Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Juan  Navas', 'title': 'Head of Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Caroline  Redare', 'age': 56, 'title': 'Chief Human Resources Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik Walberg Olstadt', 'age': 37, 'title': 'Chief Commercial Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christer  Pettersson', 'age': 57, 'title': 'Chief Customer Acquisition Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Wahlden', 'age': 47, 'title': 'Chief Risk Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David Nilsson Nannini', 'age': 43, 'title': 'Chief Data Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,71.6,71.6,71.6,75.3,71.6,71.6,71.6,75.3,0.0,14.255319,55350,55350,285513,109891,109891,72.6,74.4,3684999936,68.5,76.6,1.4732928,71.279045,71.279045,0.0,0.0,SEK,False,10642299904,0.10335,15166500,50000000,0.0,0.21535999,51382800,1735603200,1767139200,1743379200,0.091,258500000,5.17,4.255,6.015,-0.059060395,0.10611236,EQUITY,73.7,none,875400000,17.508,1769400064,8037700096,1.4,1.404,2501199872,143.991,50.024,2492699904,-229600000,0.091,0.038,0.99660003,0.70742,0.65032995,SEK,ENITY.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Enity Holding AB,False,1749798000000,2.0999985,71.6 - 75.3,Stockholm,285513,5.199997,0.075912364,68.5 - 76.6,-2.9000015,-0.03785903,-5.906039,CLOSED,2.9329588,73.7,[],1752852590,STO,finmb_1938046619,Europe/Stockholm,CEST,7200000,se_market,False,5.17,2.4209518,0.033964425,2.4209518,0.033964425,15,0,False,
