address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,regularMarketChange,regularMarketDayRange,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Box 3394,Stockholm,103 68,Sweden,https://www.kallebackpropertyinvest.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Kallebäck Property Invest AB (publ) operates as a real estate company primarily in Sweden. It indirectly owns, manages, and rents the property Kallebäck 17:2 in Gothenburg. The company was incorporated in 2013 and is headquartered in Stockholm, Sweden.","[{'maxAge': 1, 'name': 'Mr. Fredrik  Pettersson', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gunilla  Persson', 'title': 'Head of Finance & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,203.0,203.0,201.0,203.0,203.0,203.0,201.0,203.0,12.0,6.08,1759104000,0.5698,6.55,0.382,9.53963,2982,2982,2386,1641,1641,201.0,203.0,0,0,733649984,167.0,204.0,8.160099,194.66,183.1575,12.0,0.0591133,SEK,False,1157373056,0.85493,3349861,3650000,0.45168,0.16399999,3668160,158.423,1.2687551,1735603200,1767139200,1735603200,76864000,21.07,12.873,0.1098901,0.10611236,3.0,1774828800,EQUITY,201.0,none,47528000,13.021,484025984,1.193,1.239,89907000,83.706,24.632,0.04318,0.13684,84573000,29778376,42396000,0.064,0.94067,0.0,0.92301005,SEK,KAPIAB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,[],1752766189,STO,finmb_257403583,Europe/Stockholm,CEST,7200000,se_market,False,-0.9852217,201.0,False,-2.0,201.0 - 203.0,Kallebäck Property Invest AB,Kallebäck Property Invest AB (publ),Stockholm,2386,34.0,0.2035928,167.0 - 204.0,-3.0,-0.014705882,10.98901,1755773940,1755773940,1755773940,False,21.07,6.3399963,0.03256959,17.842499,0.09741615,15,0,False,1395993600000,
