address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Birger Jarlsgatan 2,Stockholm,114 34,Sweden,46 8 50 23 53 00,https://hilbert.group,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Hilbert Group AB (publ) operates as a fund management company in Sweden. The company is involved in the asset management, proprietary trading, equity investment, and data and analytics, as well as offers managed accounts and white-labelled funds. Hilbert Group AB was incorporated in 2017 and is based in Stockholm, Sweden.","[{'maxAge': 1, 'name': 'Dr. Niclas  Sandstrom', 'title': 'Co-Founder & Director', 'fiscalYear': 2021, 'totalPay': 1330064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Barnali  Biswal', 'title': 'Chief Executive Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Magnus  Holm', 'age': 57, 'title': 'Co-Founder', 'yearBorn': 1967, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sylvana  Sciberras', 'title': 'Chief Financial Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Russell  Thompson', 'title': 'Group Chief Investment Officer & Director', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark  Adams', 'title': 'Chief Legal & Compliance Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Hans-Peter  Bermin', 'title': 'Chief Risk Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ashley  Moore', 'title': 'Managing Director of Hilbert Capital', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}]",1640908800,[],86400,2,14.25,14.25,12.6,14.25,14.25,14.25,12.6,14.25,0.0,1112105,1112105,411229,1112691,1112691,12.95,13.05,878928576,3.01,16.0,7.7518,5.81305,0.0,0.0,SEK,False,0.0,68134000,0.42601,0.01428,76951904,-0.92,2.2555556,0.10611236,EQUITY,12.9,none,0.0,0.0,0.0,HILB-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766178,STO,finmb_1672905933,Europe/Stockholm,CEST,7200000,se_market,False,Hilbert Group AB ser. B,Hilbert Group AB (publ),PREPRE,-0.92,5.1481996,0.66412956,7.08695,1.2191448,15,0,False,False,1635318000000,-1.3500004,12.6 - 14.25,Stockholm,411229,9.889999,3.2857141,3.01 - 16.0,-3.1000004,-0.19375002,225.55556,-9.473686,12.9,
