address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Kärrastrandvägen 124B,Uddevalla,451 76,Sweden,46 52 21 04 04,https://www.lifeclean.se,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"LifeClean International AB (publ) researche, produces, markets, and sells disinfection products in Sweden and internationally. It has developed a patented spore, fungal, bacterial, biofilm, and virus-killing surface disinfection for surfaces, such as floors, walls, equipment, and furniture. The company distributes its products in Europe, the United Arab Emirates, Saudi Arabia, and South Korea. LifeClean International AB (publ) was incorporated in 2012 and is headquartered in Uddevalla, Sweden.",27,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Tumegard', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Lundstrom', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.1405,0.144,0.14,0.1475,0.1405,0.144,0.14,0.1475,0.0,1.699,-0.7,673835,673835,400643,463536,463536,0.139,0.14,41116596,0.14,6.26,0.6843299,0.18264,1.3127421,0.0,0.0,SEK,False,51840516,-0.79663,53289742,274110016,0.08799,0.01321,293689984,-0.065,1735603200,1767139200,1743379200,-47864000,-0.45,-0.2,0.863,-1.468,-0.9742674,0.10611236,EQUITY,0.14,none,6176000,0.111,-35311000,49451000,0.316,0.669,60083000,1.052,-0.40062,27472000,-19733750,-35312000,-0.067,0.45723,-0.5877,-0.56071997,SEK,LCLEAN.ST,en-US,US,Equity,Delayed Quote,True,HIGH,400643,0.0,0.0,0.14 - 6.26,-6.1200004,-0.9776358,-97.42674,1752577140,1752577140,1752577140,False,-0.45,-0.2,-0.04264,-0.23346475,-1.1727421,-0.89335304,-2.1538463,15,0,False,Lifeclean International AB,LifeClean International AB (publ),[],1752766184,False,1601535600000,-0.00049999356,0.14 - 0.1475,Stockholm,PREPRE,STO,finmb_652666632,Europe/Stockholm,CEST,7200000,se_market,False,-0.35586733,0.14,
