address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,longName,trailingPegRatio
Nybrogatan 55,Stockholm,114 40,Sweden,46 8 50 30 15 50,https://www.mangold.se,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Mangold Fondkommission AB provides financial services to companies, institutions, and private individuals in Sweden. It operates in two segments Investment Banking and Private Banking. The company offers investment banking services, such as corporate finance, merger and acquisition, issuing services, certified and qualified adviser, commissioned research services, liquidity guarantee, and mentor services. It also provides private banking services, which includes capital advice, securities trading, and portfolio management services. The company was incorporated in 2000 and is headquartered in Stockholm, Sweden. Mangold Fondkommission AB is a subsidiary of Mangold Ab.",75,"[{'maxAge': 1, 'name': 'Mr. Per-Anders  Tammerlov', 'age': 51, 'title': 'CEO & MD', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonathan  Bexelius', 'age': 43, 'title': 'CFO & VP', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles  Wilken', 'age': 46, 'title': 'Head of Investment Banking', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Oscar  Hagman', 'age': 29, 'title': 'General Counsel', 'yearBorn': 1995, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Jansson', 'age': 45, 'title': 'Chief of Staff', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alexander  Marsh', 'age': 51, 'title': 'Head of Private Banking', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,20.0,1.17,1715126400,5.4054,-0.118,4,4,66,10,10,1890.0,1940.0,0,0,908723136,1440.0,3700.0,4.6422877,1785.6,1981.55,0.0,0.0,SEK,False,546314752,-0.00024000001,70358,470841,0.96529996,0.18834999,478275,425.409,4.5368104,1735603200,1767139200,1743379200,-47000,-13.32,2.791,-0.20247936,0.11937654,20.0,1715126400,EQUITY,1930.0,none,444900000,944.905,87200000,0.994,1.017,195748992,43.535,415.901,-4.0000003e-05,-0.00023,166575008,160330000,-0.102,0.85096,0.0,-0.054,SEK,MANG.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1751375275,STO,finmb_26433337,Europe/Stockholm,CEST,7200000,se_market,False,Mangold AB,Stockholm,66,490.0,0.3402778,1440.0 - 3700.0,-1770.0,-0.4783784,-20.247936,1602673140,1602673140,-13.32,144.40002,0.08086919,-51.55005,-0.026015012,15,0,False,0.0,1930.0,POSTPOST,False,1342076400000,0.0,1930.0 - 1930.0,Mangold Fondkommission AB,
