address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Sörviken 140,Bjärtrå,872 96,Sweden,46 61 25 30 60,https://www.highcoastwhisky.se,Beverages - Wineries & Distilleries,beverages-wineries-distilleries,Beverages - Wineries & Distilleries,Consumer Defensive,consumer-defensive,Consumer Defensive,"High Coast Distillery AB (publ) manufactures, stores, bottles, markets, and sells single malt whiskey in Sweden. The company also exports its products worldwide. High Coast Distillery AB (publ) was incorporated in 2007 and is based in Bjärtrå, Sweden.","[{'maxAge': 1, 'name': 'Mr. Anders Jonasson Dryckeskunskap', 'title': 'Founder', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Peter  Granåsen', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,55.5,53.0,52.5,56.5,55.5,53.0,52.5,56.5,0.0,1310,1310,1696,1190,1190,53.0,54.0,307208704,37.4,57.0,51.678,45.1305,0.0,0.0,SEK,False,0.0,3812750,0.50958,0.0,5689050,-0.25,0.304878,0.10611236,EQUITY,54.0,none,0.0,0.0,0.0,HIGHCO-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,High Coast Distillery AB ser. B,High Coast Distillery AB (Publ),-0.25,2.3219986,0.044932052,8.869499,0.19653004,15,0,False,-2.7027028,54.0,False,1650524400000,-1.5,52.5 - 56.5,Stockholm,1696,16.599998,0.44385022,37.4 - 57.0,-3.0,-0.05263158,30.4878,[],1752847278,STO,finmb_140527691,Europe/Stockholm,CEST,7200000,se_market,False,
