maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,hasPrePostMarketData,regularMarketChange,regularMarketDayRange,fullExchangeName,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,corporateActions,trailingPegRatio
86400,4,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,986302,986302,0.435,0.45,0.25,0.5,SEK,False,EQUITY,PILA-UR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1752074590,STO,finmb_329992468,Europe/Stockholm,CEST,7200000,se_market,False,67.99999,0.42,PREPRE,15,0,False,PILA PHARMA AB UR,False,0.16999999,0.25 - 0.5,Stockholm,0.16999999,0.67999995,0.25 - 0.5,-0.08000001,-0.16000003,[],
