address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,regularMarketChangePercent,regularMarketPrice,corporateActions,marketState,trailingPegRatio
David Bagares Gata 3,Stockholm,111 38,Sweden,46 8 21 11 21,https://www.izafe.se,Medical Instruments & Supplies,medical-instruments-supplies,Medical Instruments & Supplies,Healthcare,healthcare,Healthcare,"iZafe Group AB (publ), a medical technology company, engages in the research, development, and marketing of digital medical solutions and services for safer drug management at home. The company provides Dosell, an automated medication dispenser that handles medication pouches, smart pillboxes, facilitates and enables independent medication, and reminds and alerts in the scheduled doses. It also offers Pilloxa, a platform that provides real-time insights and improved data quality to empower and motivate patients. The company was formerly known as MediRätt AB (publ) and changed its name to iZafe Group AB (publ) in May 2019. iZafe Group AB (publ) was incorporated in 2008 and is headquartered in Stockholm, Sweden.",7,"[{'maxAge': 1, 'name': 'Mr. Anders  Segerstrom', 'age': 39, 'title': 'Chief Executive Officer', 'yearBorn': 1985, 'fiscalYear': 2023, 'totalPay': 1439000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Barbro Stahle Sjonell', 'title': 'Co-Founder', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marius  Sandberg', 'age': 27, 'title': 'Chief Financial Officer', 'yearBorn': 1997, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Svensson', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Gillsbro', 'age': 33, 'title': 'Chief Technology Officer', 'yearBorn': 1991, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Helena  Ronnqvist', 'age': 40, 'title': 'CMO & BUM of Pilloxa', 'yearBorn': 1984, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,0.297,0.3,0.299,0.3,0.297,0.3,0.299,0.3,0.0,0.139,138986,138986,208763,516922,516922,0.295,0.299,96157808,0.17,0.358,16.403584,0.26144,0.238705,0.0,0.0,SEK,False,82249168,0.0,307493755,309585984,0.0,8.0000005e-05,320526016,0.04,7.5000005,1735603200,1767139200,1743379200,-18679000,-0.07,11:10,1323216000,14.031,-5.998,0.28205132,0.10611236,EQUITY,0.3,none,718000,0.002,-13712000,6041000,0.376,0.63,5862000,48.185,0.021,-0.40993,-1.15413,-694000,-7790375,-14259000,-0.613,-0.118389994,-2.33913,-2.66995,SEK,IZAFE-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,15,0,False,1752765476,STO,finmb_126755578,Europe/Stockholm,CEST,7200000,se_market,False,iZafe Group AB ser. B,iZafe Group AB (publ),False,1301900400000,0.003000021,0.299 - 0.3,Stockholm,208763,0.13000001,0.76470596,0.17 - 0.358,-0.058,-0.16201116,28.205132,-0.07,0.038560003,0.14749083,0.061295018,0.25678146,1.0101081,0.3,[],PREPRE,
