address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,esgPopulated,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,trailingPegRatio
Wallingatan 2,Box 8,Stockholm,101 20,Sweden,46 8 41 01 43 40,https://www.b3.se,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"B3 Consulting Group AB (publ) operates as a consultancy company that provides IT and management consultancy services in Sweden. The company was formerly known as B3IT Management AB (publ) and changed its name to B3 Consulting Group AB (publ) in May 2018. B3 Consulting Group AB (publ) was incorporated in 2001 and is headquartered in Stockholm, Sweden.",988,"[{'maxAge': 1, 'name': 'Mr. Martin  Stenström', 'age': 64, 'title': 'President & CEO', 'yearBorn': 1960, 'fiscalYear': 2024, 'totalPay': 2500000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andre  Karlsson', 'age': 34, 'title': 'Chief Financial Officer', 'yearBorn': 1990, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katarina  Lundqvist', 'age': 45, 'title': 'Manager of Communications & IR', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pernilla  Brolin', 'age': 46, 'title': 'Head of People & Culture and CHRO', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fredrik  Dolleus', 'age': 49, 'title': 'Head of Business Area Digital Management & CEO of B3 Business Transformation AB', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Nilsson', 'age': 54, 'title': 'Business Area Manager for Digital', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Lauritzen', 'title': 'Chief Executive Officer of B3 Indes AB', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,59.7,59.6,55.5,59.6,59.7,59.6,55.5,59.6,3.5,5.65,1731456000,0.3623,0.651,5.7971015,6.3854046,84538,84538,17676,33914,33914,56.3,56.5,0,0,535038560,52.7,94.0,0.4566734,60.876,67.7085,0.0,0.0,SEK,False,851011008,0.07221,7049135,9111650,0.37436,0.25752002,9554260,25.517,2.1946154,1735603200,1767139200,1743379200,0.245,84600000,9.66,8.77,0.726,18.663,-0.37007874,0.12969577,3.5,1731456000,EQUITY,56.0,165.0,83.0,124.0,124.0,2.0,buy,2,104200000,11.436,45600000,346500000,0.918,1.137,1171600000,131.95,131.599,0.03139,0.3948,159200000,43987500,12400000,0.15,0.15,0.13588001,0.03892,0.053460002,SEK,B3.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,B3 Consulting Group AB,B3 Consulting Group AB (publ),False,STO,finmb_108544096,Europe/Stockholm,CEST,7200000,se_market,-6.197656,56.0,False,[],1752679772,False,1465801200000,-3.7000008,55.5 - 59.6,Stockholm,17676,3.2999992,0.06261858,52.7 - 94.0,-38.0,-0.40425533,-37.007874,1752606000,1752606000,1752606000,1745478000,1745478000,False,9.66,8.77,5.16,10.852714,-4.8759995,-0.080097236,-11.708504,-0.17292516,15,0,2.0 - Buy,
