address1,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,trailingPegRatio
Östra Vagngatan 3 B,702 27,Sweden,46 58 78 28 20,46 5 87 31 18 95,https://www.drillcon.se,Specialty Business Services,specialty-business-services,Specialty Business Services,Industrials,industrials,Industrials,"Drillcon AB (publ), together with its subsidiaries, operates as a diamond core drilling and raise boring contractor in Europe and internationally. The company offers various core drilling services, such as surface and underground core drilling, and percussion drilling services, as well as technical surveys and services related to drilling. It also provides raise boring services for ventilation, ore and waste pass, production slot raise, narrow vein mining, shaft sinking, and box hole projects. In addition, the company offers drilling for cable attachment, injection, and core sample of concrete and rock. Further, it provides geotechnical services, including bore hole deviation surveys, ground penetration radar on surface, and in-hole, as well as rock mechanical monitoring and geological reporting. Drillcon AB (publ) was founded in 1963 and is headquartered in Nora, Sweden.",283,"[{'maxAge': 1, 'name': 'Mr. Patrik  Rylander', 'age': 62, 'title': 'Chief Executive Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Magnus  Hogberg', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Svante  Berglund', 'title': 'CEO of Drillcon Scandinavia AB', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Borg', 'title': 'Safety, Health, Environmental & Quality - Chief', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pedro  Martinez-Herrera', 'title': 'MD of Drillcon Iberia SA', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per Lennartsson Persson', 'title': 'CEO of Drillcon Irland Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Walter  Cifuentes', 'title': 'CEO of Drillcon Americas SpA', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nuno  Ramoa', 'title': 'CEO of Drillcon Spain SA', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,4.53,4.45,4.4,4.58,4.53,4.45,4.4,4.58,0.25,5.39,1746748800,0.7143,8.29,0.732,12.857143,11916,11916,20803,27333,27333,4.41,4.52,0,0,200700000,4.26,6.98,0.4907402,4.5754,4.95075,0.25,0.055187635,SEK,False,262676992,0.037750002,44154892,44600000,0.23961,0.53862,44700500,3.783,1.1895322,1735603200,1767139200,1743379200,15440000,0.35,0.642,5.106,-0.24752474,0.10611236,0.25,1746748800,EQUITY,4.5,none,45831000,1.028,51440000,101564000,0.942,1.677,408974016,60.201,9.17,0.04221,0.09196,346267008,-10882000,58068000,-0.054,0.84667,0.12578,0.0035899999,SEK,DRIL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Drillcon AB,False,1154934000000,CLOSED,-0.03000021,4.4 - 4.58,Stockholm,20803,0.23999977,0.05633797,4.26 - 6.98,-2.48,-0.35530087,-24.752474,1604660340,1604660340,0.35,-0.075399876,-0.016479407,-0.45074987,-0.09104679,15,0,False,-0.66225624,4.5,[],1752851524,STO,finmb_28071509,Europe/Stockholm,CEST,7200000,se_market,False,Drillcon AB (publ),
