address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
PO Box 211,Gothenburg,401 23,Sweden,46 31 63 12 00,https://www.platzer.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Platzer Fastigheter Holding AB (publ) operates as a commercial real estate company in Sweden. The company manages commercial properties comprising of offices, industrial, warehouses, logistics, and retail facilities. Platzer Fastigheter Holding AB (publ) was founded in 1969 and is headquartered in Gothenburg, Sweden.",84,"[{'maxAge': 1, 'name': 'Ms. Johanna Hult Rentsch', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 4500000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jakob  Nilsson', 'age': 56, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristina  Arelis', 'age': 47, 'title': 'Head of Communications & Marketing', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karin  Pull', 'age': 45, 'title': 'HR Manager', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Axelsson', 'age': 45, 'title': 'Head of Industrial/Logistics business Area', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,8,2,9,7,1748736000,1735603200,[],86400,2,71.7,71.2,70.6,71.8,71.7,71.2,70.6,71.8,2.1,2.63,1758758400,0.79150003,2.31,1.707,21.784616,11.364367,118013,118013,169945,186136,186136,70.6,70.9,0,0,8866355200,65.6,114.2,5.1819725,76.598,81.563,2.1,0.029288704,SEK,False,24575287296,0.18118,67746285,99815904,0.37235,0.47781,125231000,104.569,0.67706496,1735603200,1767139200,1743379200,-0.196,310000000,3.25,6.23,14.363,19.125,-0.3013566,0.10611236,1.05,1758758400,EQUITY,70.8,100.0,100.0,100.0,100.0,none,1,139000000,1.16,1284999936,15141000192,0.024,0.077,1711000064,120.848,14.28,0.02605,0.0248,1348999936,1019750016,1215000064,-0.196,0.101,0.78843004,0.75101995,0.74382,SEK,PLAZ-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.2552216,70.8,Platzer Fastigheter Holding AB ,CLOSED,False,1385712000000,-0.8999939,70.6 - 71.8,Stockholm,169945,5.2000046,0.079268366,65.6 - 114.2,-43.399994,-0.38003498,-30.135662,1751954400,1751902200,1751902200,1751617800,1751617800,True,3.25,6.23,-5.7979965,-0.07569384,-10.7630005,-0.13195935,15,0,False,Platzer Fastigheter Holding AB (publ),[],1752852573,STO,finmb_7653077,Europe/Stockholm,CEST,7200000,se_market,False,
