address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,regularMarketTime,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Charkmästargatan 2,Johanneshov,121 62,Sweden,46 20 45 50 00,https://www.buyersclub.se,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Sweden Buyersclub AB operates an e-commerce platform in Sweden. It provides products in homes and households, technology, beauty, toys, pets, and other areas, as well as sells boxes that are based on holidays, seasons, and events. The company was founded in 2015 and is based in Johanneshov, Sweden.","[{'maxAge': 1, 'name': 'Mr. Emil  Henriksson', 'age': 34, 'title': 'CEO & MD', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joachim  Forsberg', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jacob  Wendel', 'age': 34, 'title': 'Chief Operating Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Rosenson', 'age': 40, 'title': 'Chief Technical Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Carlsson', 'age': 34, 'title': 'Chief Design Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sonja  Sandberg', 'age': 26, 'title': 'Head of Purchase', 'yearBorn': 1998, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,0.0,15,15,5888,2213,2213,2.88,2.92,36948384,2.46,4.36,3.0856,3.4561,0.0,0.0,SEK,False,0.0,12653500,0.40102002,0.0,12829300,-0.7,0.08759129,0.10611236,EQUITY,2.88,none,0.0,0.0,0.0,BUY.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Sweden BuyersClub AB,Sweden Buyersclub AB,STO,finmb_580286221,Europe/Stockholm,CEST,7200000,se_market,False,PREPRE,[],1752745596,0.0,2.88 - 2.88,Stockholm,5888,0.42000008,0.17073174,2.46 - 4.36,-1.48,-0.33944952,8.759129,-0.7,-0.20559978,-0.06663203,-0.5760999,-0.16669074,15,0,False,1655708400000,False,0.0,2.88,
