address1,address2,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,epsTrailingTwelveMonths,epsCurrentYear,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,regularMarketChange,regularMarketDayRange,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,hasPrePostMarketData,fiftyTwoWeekChangePercent,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
666 Burrard Street,Suite 2500,Vancouver,BC,V6C 2X8,Canada,https://mereninc.com,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Meren Energy Inc., together with its subsidiaries, operates as an oil and gas exploration and production company in Nigeria, Namibia, South Africa, and Equatorial Guinea. The company holds interests in producing and development assets in deep-water Nigeria. It also has a portfolio of development and exploration assets in the west and south of Africa. Meren Energy Inc. was formerly known as Africa Oil Corp. and changed its name to Meren Energy Inc. in May 2025. The company was incorporated in 1993 and is based in Vancouver, Canada.",25,"[{'maxAge': 1, 'name': 'Dr. Roger Morris Tucker', 'age': 67, 'title': 'President, CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2024, 'totalPay': 2445137, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Craig  Knight', 'title': 'Chief Operations Officer', 'fiscalYear': 2024, 'totalPay': 785955, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Joanna  Kay', 'title': 'Chief Legal Officer & Corporate Secretary', 'fiscalYear': 2024, 'totalPay': 905885, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Oliver  Quinn', 'title': 'Chief Commercial Officer', 'fiscalYear': 2024, 'totalPay': 995331, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aldo  Perracini', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shahin  Amini', 'title': 'Head of Investor Relations & Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,3,3,3,3,1748736000,1735603200,[],86400,2,12.19,12.168,11.902,12.18,12.19,12.168,11.902,12.18,0.97,8.23,1748390400,0.35709998,0.825,1177784,1177784,1041817,1117173,1117173,12.002,12.02,8139932160,11.5,14.2,106.54362,12.60014,12.60014,0.062,0.005086136,SEK,False,7531440128,113.679245,0.0,431597063,675513024,0.07806,0.45645002,679782016,1.367,8.814923,1735603200,1767139200,1743379200,13.543,-231700000,-5.06,98.579,242.558,-0.0958904,0.10611236,0.0371,1748304000,EQUITY,12.05,31.119627,23.854195,27.448265,27.409618,none,4,428400000,0.634,31050000,3200000,1.156,1.333,76400000,0.347,0.169,-0.01002,-0.25816,25200000,212424992,4200000,13.311,0.32984,0.40640998,-0.00524,USD,MER.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-5.06,0.1465,1755115200,1755012600,1755012600,-0.13999939,11.902 - 12.18,1747400400,1747400400,False,0.047826104,11.5 - 14.2,-2.1499996,-0.15140842,82.252556,-0.5501394,-0.043661375,-0.5501394,-0.043661375,15,0,Stockholm,1041817,0.5500002,False,-9.589041,1747033200000,False,-1.1484774,12.05,Meren Energy Inc.,Meren Energy Inc.,CLOSED,[],1752852585,STO,finmb_880532,Europe/Stockholm,CEST,7200000,se_market,False,
