address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,longName,hasPrePostMarketData,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,cryptoTradeable,firstTradeDateMilliseconds,trailingPegRatio
Quantum Place,Triq ix-Xatt Ta’ Xbiex,Gzira,GZR 1052,Malta,356 2131 0325,https://www.catenamedia.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Catena Media plc, together with its subsidiaries, provides affiliation marketing services for operators of online sports betting and casino platforms in North America and Latin America. The company operates in two segments, Casino and Sports. The Casino segment provides content, insights, and offers that connect people interested in slots, poker, blackjack, and other casino games with its partner online casino operators. The Sports segment publishes targeted content on sports players, teams, and fixtures to inform sports, fantasy sports, and esports betting fans and help them compare the right offers from online sports betting operators. The company was founded in 2008 and is headquartered in Gzira, Malta.",212,"[{'maxAge': 1, 'name': 'Mr. Manuel  Stan', 'age': 40, 'title': 'Chief Executive Officer', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 465728, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pierre  Cadena', 'title': 'Chief Operating Officer', 'fiscalYear': 2024, 'totalPay': 183903, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Gerrow', 'age': 38, 'title': 'Chief Financial Officer', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Edward  Midolo', 'age': 40, 'title': 'Chief Technology Officer', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Liv  Biesemans', 'age': 40, 'title': 'Chief Legal & Compliance Officer and Company Secretary', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jamie-Grace  Farrugia', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.77,1.76,1.76,1.808,1.77,1.76,1.76,1.808,0.0,1.151,0.4847185,35154,35154,80011,67649,67649,1.786,1.8,0,0,136775376,1.5,8.14,3.1475177,1.76328,3.310255,0.0,0.0,SEK,False,132525040,-1.07058,60109326,75650096,0.13553001,0.16861999,75650096,1.132,1.5971732,1735603200,1767139200,1743379200,-46248000,-6.93,3.73,3.05,262.426,-0.7102237,0.10611236,EQUITY,1.808,none,24567000,0.325,505000,21527000,1.477,1.477,43455000,17.834,0.574,-0.0086900005,-0.31595,14031000,14383125,4567000,-0.387,0.32289,0.011619999,0.00622,EUR,CTM.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,Catena Media plc,False,0.037999988,1.76 - 1.808,Stockholm,80011,0.30799997,0.2053333,1.5 - 8.14,-6.3320003,-0.777887,-71.02237,1755012600,1755012600,1755012600,1747152000,1747152000,False,-6.93,3.73,0.044719934,0.025361788,-1.5022551,-0.45381853,15,0,[],1752766195,STO,finmb_310243773,Europe/Stockholm,CEST,7200000,se_market,False,2.146892,1.808,Catena Media P.L.C,False,1455177600000,
