address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,regularMarketChangePercent,shortName,longName,messageBoardId,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,corporateActions,regularMarketTime,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
StrOemmavAegen 2,Gävle,803 09,Sweden,https://www.aerogel.se,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,"Svenska Aerogel Holding AB (publ) engages in the research, development, production, and sale of aerogel in Europe, North America, and Asia. The company offers Quartzene which is used to enhance the performance of various products and solutions. Its products are used in transport, process, pulp and paper, and building and construction industries. The company sells its products through direct sales channels and resellers. Svenska Aerogel Holding AB (publ) was incorporated in 2015 and is headquartered in Gävle, Sweden.",15,"[{'maxAge': 1, 'name': 'Mr. Tor Einar Norbakk', 'age': 54, 'title': 'Chief Executive Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elin  Loven', 'age': 37, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hakan  Burtsoff', 'age': 57, 'title': 'Production & Technology Manager', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emelie  Hildebrand', 'age': 40, 'title': 'Marketing & Communications Manager', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joakim  Wanner', 'age': 51, 'title': 'Sales Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pernilla  Ståhle', 'age': 51, 'title': 'Head of Development', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.61,1.58,1.58,1.64,1.61,1.58,1.58,1.64,0.0,2.74,-53.333336,41422,41422,56433,83948,83948,1.6,1.615,32682560,1.295,17.4,9.367314,1.5853,5.062047,0.0,0.0,SEK,False,15827009,0.0,239133,20426600,0.49453,0.00398,22863400,4.875,0.32820514,1735603200,1767139200,1743379200,-31678000,-0.01,-0.03,1:100,1732579200,4.536,-0.644,-0.9065868,0.10611236,EQUITY,1.6,23.5,23.5,23.5,23.5,none,1,521000,0.055,-24579000,3142000,0.118,0.317,3489000,6.784,0.368,-0.27196,-0.61828,3196000,-3555750,-20142000,1.972,0.91602,0.0,-6.243,SEK,AERO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1.6,-0.6211174,Svenska Aerogel Holding AB,Svenska Aerogel Holding AB (publ),finmb_328347591,1605610740,1605610740,-0.01,-0.03,-1.94,-0.82474226,0.014700055,0.009272728,-3.462047,-0.68392235,15,0,False,False,1482220800000,-0.00999999,1.58 - 1.64,Stockholm,56433,0.30500007,0.2355213,1.295 - 17.4,-15.799999,-0.90804595,-90.65868,PREPRE,[],1752761674,STO,Europe/Stockholm,CEST,7200000,se_market,False,
