address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,regularMarketChangePercent,shortName,longName,messageBoardId,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,corporateActions,regularMarketTime,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Birger Jarlsgatan 13,Stockholm,111 45,Sweden,08 440 37 70,08 440 37 78,https://www.svolder.se,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Svolder AB (publ) operates is a publicly owned investment manager. The firm operates as an investment trust. It invests in the shares of listed small and medium-size companies in Sweden. Svolder AB (publ) was founded in June, 1993 and is based in Stockholm, Sweden.",6,"[{'maxAge': 1, 'name': 'Mr. Tomas  Risbecker', 'age': 57, 'title': 'Chief Executive Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 4952000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pontus  Ejderhamn', 'age': 57, 'title': 'CFO & Board Secretary', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Molin', 'age': 63, 'title': 'Head of Equities', 'yearBorn': 1961, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,56.65,56.9,56.8,57.35,56.65,56.9,56.8,57.35,1.7,3.07,1731888000,0.3953,1.52,1.447,67080,67080,124701,115512,115512,57.1,57.2,0,0,5815352320,46.5,64.75,6.48239,57.384,55.67055,1.7,0.030008826,SEK,False,5372619776,-0.22183001,78099456,97417400,0.09455,0.17897,103203000,57.988,0.98641104,1725062400,1756598400,1748649600,-0.94,-199000000,-1.9,4:1,1642118400,5.989,6.203,-0.097310126,0.10611236,1.7,1731888000,EQUITY,57.2,none,290100000,2.833,866144256,0,44.456,44.456,897100032,8.761,0.088190004,-0.03249,897100032,-131261504,96200000,-0.94,-0.129,1.0,0.96549004,0.91394997,SEK,SVOL-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,57.2,0.9708724,Svolder AB ser. B,Svolder AB (publ),finmb_139517,1757674740,1757674740,1757674740,False,-1.9,-0.18399811,-0.0032064358,1.5294495,0.027473222,15,0,False,False,946886400000,0.54999924,56.8 - 57.35,Stockholm,124701,10.700001,0.23010755,46.5 - 64.75,-7.549999,-0.1166023,-9.731012,PREPRE,[],1752766177,STO,Europe/Stockholm,CEST,7200000,se_market,False,
