address1,city,zip,country,phone,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,shortName,longName,marketState,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,sourceInterval,exchangeDataDelayedBy,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Kämpegatan 6,Gothenburg,411 04,Sweden,46 31 16 13 37,https://www.appspotr.com,,,,,"Spotr Group AB, an IT company, develops, markets, and sells software solutions for the development of mobile applications in Sweden. It operates Appspotr 3 platform that offers services related to design, content, and publication. The company was formerly known as AppSpotr AB (publ) and changed its name to Spotr Group AB in June 2025. The company was incorporated in 2006 and is headquartered in Gothenburg, Sweden.",25,"[{'maxAge': 1, 'name': 'Oscar  Carling', 'title': 'MD & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patric  Bottne', 'age': 53, 'title': 'Founder', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robin  Komulainen', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pontus  Backlund', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Salli  Antar', 'title': 'Administration Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Nerman', 'title': 'Marketing & Communication Manager', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,14.56,15.14,15.14,15.74,14.56,15.14,15.14,15.74,2.9,1647,1647,3306,977,977,15.14,15.74,13.6,225.0,20.6685,36.25925,0.0,0.0,SEK,False,17944194,-2.45377,697013,0.48259997,0.03262,15.508,1.0149599,1735603200,1767139200,1743379200,-11280000,0.004:1,1749427200,3.903,-1.818,-0.8,0.10611236,EQUITY,15.74,none,2649000,2.586,-9868000,0,0.999,1.104,4597000,12.256,-0.61390996,-1.3995,-574000,-18639750,-9615000,-0.337,-0.12486,-2.14662,-3.51908,SEK,SPOTR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752761816,Spotr Group AB,Spotr Group AB,PREPRE,-4.928501,-0.2384547,-20.51925,-0.5659039,False,8.104391,15.74,False,1482134400000,1.1799994,15.14 - 15.74,Stockholm,3306,2.1399994,0.1573529,13.6 - 225.0,-209.26,-0.9300444,-80.0,15,0,STO,finmb_409785047,Europe/Stockholm,CEST,7200000,se_market,False,
