address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Nybrogatan 11 6 tr,Stockholm,114 39,Sweden,46 76 559 32 48,https://www.nordicasiagroup.com,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Nordic Asia Investment Group 1987 AB (publ) is a principal investment firm specializes in long term strategic equity investment and growth investments in Chinese companies that are exposed to the Chinese internal consumer market. It invests only in public companies, listed in the stock exchanges in Shanghai, Hong Kong or USA, whose market capitalization is at least USD 1 billion. Nordic Asia Investment Group 1987 AB (publ) was founded in 2019 and is based in Stockholm, Sweden.",6,"[{'maxAge': 1, 'name': 'Mr. Yining  Wang', 'age': 37, 'title': 'Founder, CEO & Director', 'yearBorn': 1987, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yu  Zhang', 'age': 39, 'title': 'Head of Analysis & Co-Founder', 'yearBorn': 1985, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Michael  Wang', 'title': 'Financial Manager', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Thurow', 'age': 67, 'title': 'Senior Advisor', 'yearBorn': 1957, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sunny  Huang', 'title': 'Analyst', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Freya  Sun', 'title': 'Analyst', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}]",1609372800,[],86400,4,2.5,2.55,2.51,2.6,2.5,2.55,2.51,2.6,0.2,8.44,1749427200,11.0,0.583,143173,143173,93070,73737,73737,2.56,2.59,72393344,2.0,3.77,-11.592209,2.495,2.701,0.2,0.08,SEK,False,66601144,0.0,21438629,27700900,0.28694,0.00035999998,29000900,3.883,0.66701007,1735603200,1767139200,1743379200,-12388000,-0.42,-10.665,-5.409,-0.309375,0.10611236,0.2,1749427200,EQUITY,2.59,none,2131000,0.073,-12314000,0,6.659,7.9,-6245000,-0.21,-0.060489997,-0.096820004,-6245000,-7503625,-1818000,0.0,0.0,1.27513,SEK,NAIG-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Nordic Asia Investment Group 19,Nordic Asia Investment Group 1987 AB (publ),False,False,1639641600000,0.089999914,2.51 - 2.6,Stockholm,93070,0.5899999,0.29499996,2.0 - 3.77,-1.1800001,-0.31299737,-30.937498,PREPRE,-0.42,0.09500003,0.038076166,-0.11100006,-0.041095912,15,0,[],1752763747,STO,finmb_665000204,Europe/Stockholm,CEST,7200000,se_market,False,3.5999966,2.59,
