address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,marketState,shortName,trailingPegRatio
Box 647,Stockholm,114 11,Sweden,46 8 525 060 00,https://www.sonetel.com,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Sonetel AB (publ) provides internet-based subscription service for business communication in Sweden. The company offers phone numbers, voice response, and call recording services. It provides business communication, customer service software, team communication, SIP trunking, cloud IVR, AI meeting minutes and blog writer, and API services. The company was incorporated in 1994 and is based in Stockholm, Sweden.",39,"[{'maxAge': 1, 'name': 'Mr. Henrik  Thomé', 'age': 57, 'title': 'Founder, CEO & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Goran  Carlsson', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Prashant  Pant', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,9.75,9.1,9.0,10.9,9.75,9.1,9.0,10.9,0.0,0.213,15512,15512,10801,15945,15945,8.7,10.5,0,0,83013312,3.86,12.4,3.4526608,6.3222,4.9322,0.0,0.0,SEK,False,69161584,-0.17007999,2545347,7571380,0.47917998,1.0000001e-05,7906030,3.995,2.6282854,1719705600,1751241600,1735603200,-4089228,-0.76,2.877,4.998,1.0852535,0.10611236,EQUITY,10.5,none,896382,0.118,13836761,7211191,0.409,0.506,24043286,23.835,4.022,-0.02637,-0.1545,8941671,8706124,2598645,0.057,0.3719,0.57549,-0.054840002,SEK,SONE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,False,1491980400000,0.75,9.0 - 10.9,Stockholm,10801,6.6400003,1.7202073,3.86 - 12.4,-1.8999996,-0.15322578,108.525345,[],1752851425,STO,finmb_222487201,Europe/Stockholm,CEST,7200000,se_market,False,Sonetel AB (publ),1601031540,1601031540,-0.76,4.1778,0.66081434,5.5678,1.1288675,15,0,7.692308,10.5,CLOSED,Sonetel AB,
