address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
ArstaAengsvAegen 11,Stockholm,117 43,Sweden,46 8 41 02 21 00,https://www.stenhusfastigheter.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Stenhus Fastigheter i Norden AB (publ), a real estate company, owns and manages public and commercial properties in the Greater Stockholm region of Sweden. Stenhus Fastigheter i Norden AB (publ) was incorporated in 2020 and is based in Stockholm, Sweden.",42,"[{'maxAge': 1, 'name': 'Mr. Elias  Georgiadis', 'age': 46, 'title': 'CEO & Board Member', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tomas  Georgiadis', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Nicander', 'age': 53, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,11.28,11.2,11.18,11.38,11.28,11.2,11.18,11.38,0.2,1.75,1764288000,0.0,1.288,23.914894,8.264706,33666,33666,385421,68307,68307,11.2,11.24,4185011712,8.58,13.66,4.1829205,11.0366,11.1619,0.2,0.017730497,SEK,False,11807534080,0.17294,179115497,367784000,0.5707,0.28267,372332000,15.78,0.71229404,1735603200,1767139200,1743379200,173026000,0.47,1.36,11.802,16.678,-0.01565218,0.10611236,0.1,1764288000,EQUITY,11.24,12.0,12.0,12.0,12.0,none,1,348032992,0.936,707955776,7825254912,0.286,0.341,1000499968,131.327,2.695,0.030639999,0.0296,774089024,124169376,256906000,-0.042,0.7737,0.7076,0.66472,SEK,SFAST.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852598,STO,finmb_688277987,Europe/Stockholm,CEST,7200000,se_market,False,-0.35460958,11.24,CLOSED,Stenhus Fastigheter i Norden AB,Stenhus Fastigheter i Norden AB (publ),Stockholm,385421,2.6599998,0.3100233,8.58 - 13.66,-2.42,-0.17715959,-1.565218,1745492340,1745492340,1745492340,False,0.47,1.36,1.41,7.971631,0.20339966,0.018429557,0.078100204,0.0069970354,15,0,False,False,1606204800000,-0.03999996,11.18 - 11.38,
