address1,address2,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,epsTrailingTwelveMonths,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,regularMarketChange,regularMarketDayRange,isEarningsDateEstimate,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,hasPrePostMarketData,fiftyTwoWeekChangePercent,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Park Place,Suite 2500 666 Burrard Street,Vancouver,BC,V6C 2X8,Canada,https://africaenergycorp.com,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Africa Energy Corp. operates as an oil and gas exploration company in South Africa. It focuses on potential gas condensate development on Block 11B/12B in offshore South Africa. The company was formerly known as Horn Petroleum Corporation and changed its name to Africa Energy Corp. in March 2015. Africa Energy Corp. is based in Vancouver, Canada.",3,"[{'maxAge': 1, 'name': 'Mr. James Robert Nicolella B.Sc., C.A.', 'age': 54, 'title': 'President, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 212000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeromie J. Kufflick C.A.', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 301545, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Phindile C. Masangane', 'title': 'Head of Strategy and Business Development & Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ronda L. Fullerton', 'age': 55, 'title': 'Secretary', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.024,1.024,1.022,1.038,1.024,1.024,1.022,1.038,0.0,-0.28,21608,21608,211168,107018,107018,1.026,1.044,0,0,471733632,0.75,2.4,1.13257,1.127805,0.0,0.0,SEK,False,508016832,0.0,144318938,95832496,0.69759005,0.00342,479286016,0.093,11.16129,1735603200,1767139200,1743379200,-77486000,-2.39,1:5,1748822400,-296.263,-0.5427313,0.10611236,EQUITY,1.038,none,4687000,0.01,-1714750,0,8.308,8.368,-0.013309999,-1.01413,-1211125,-1096000,0.0,0.0,0.0,USD,AEC.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-2.39,1755201600,1755201600,1755201600,0.013999939,1.022 - 1.038,False,0.38399997,0.75 - 2.4,-1.3620001,-0.5675,-0.09457004,-0.08350039,-0.08980501,-0.07962813,15,0,Stockholm,211168,0.288,False,-54.27313,1525417200000,False,1.3671814,1.038,AFRICA ENERGY CORP.,Africa Energy Corp.,PREPRE,[],1752764931,STO,finmb_132958289,Europe/Stockholm,CEST,7200000,se_market,False,
