address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketPrice,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
SOedergatan 26,Malmö,211 34,Sweden,46 4 67 80 06 73,https://www.axichem.com,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,"aXichem AB, a biotechnology company, engages in the development of natural analogue ingredients in Sweden. It offers aXivite, a natural analogue capsaicin solution for a range of dietary health applications; aXiphen-bio, a bio-repellent for antifouling protection for vessels and marine installations, pest control in agriculture and forestry, and pest control for cable installations in buildings and underground cables; and aXiphen-feed, a solution for enhanced health for chickens, hens, pigs, and piglets. The company was founded in 1999 and is based in Malmö, Sweden.",7,"[{'maxAge': 1, 'name': 'Mr. Torsten  Helsing', 'age': 67, 'title': 'CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1728000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Lager', 'age': 49, 'title': 'Chief Operations Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1081769, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gunilla  Savring', 'age': 62, 'title': 'Chief Investor Relations Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 663300, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lucas  Altepost', 'age': 57, 'title': 'VP and Chief Sales & Marketing officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1570140, 'exercisedValue': 0, 'unexercisedValue': 0}]",1672444800,[],86400,4,2.9,2.99,2.85,3.0,2.9,2.99,2.85,3.0,0.0,-0.259,8532,8532,95562,53935,53935,2.85,2.9,0,0,171433216,0.968,3.39,15.376555,2.3458,1.551975,0.0,0.0,SEK,False,161804224,-1.6482201,40570559,59114900,0.11959,0.081099994,59114900,1.088,2.665441,1735603200,1767139200,1743379200,-18376000,-0.31,14.513,-12.663,1.3107569,0.12792087,EQUITY,2.9,none,9653000,0.163,-12778000,0,1.758,2.753,11149000,0.233,-0.14439,-0.28231,9571000,4052375,-11301000,3.192,0.85846,-1.14611,-1.73457,SEK,AXIC-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1299225600000,0.0,2.85 - 3.0,Stockholm,95562,1.9320002,1.995868,0.968 - 3.39,-0.49,-0.14454277,131.0757,-0.31,0.0,2.9,PREPRE,[],1751554240,STO,finmb_46514333,Europe/Stockholm,CEST,7200000,se_market,False,aXichem AB ser. A,aXichem AB,0.5542002,0.2362521,1.3480251,0.86858684,15,0,False,
