address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,esgPopulated,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,trailingPegRatio
Birger Jarlsgatan 2,Stockholm,10246,Sweden,https://www.wearemoba.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"M.O.B.A. Network AB owns and operates various gaming communities worldwide. It operates through two segments: Advertising revenue and Video revenue. The company provides communities to core gaming fans to craft strategies and share ideas with other players. It is also involved in advertising related services. The company was incorporated in 2018 and is based in Stockholm, Sweden.",9,"[{'maxAge': 1, 'name': 'Mr. Anders  Ribbing', 'age': 46, 'title': 'Chief Executive Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bjorn  Mannerqvist', 'age': 45, 'title': 'COO & MD', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Bjorkman', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Carl Fredrik Niring', 'age': 55, 'title': 'Chief Auditor', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Peter  Lindberg', 'title': 'Head of Direct Sales & Partnerships', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Carlstedt', 'title': 'Chief Revenue Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,6.95,6.45,6.4,6.45,6.95,6.45,6.4,6.45,0.0,0.712,2.7826087,6884,6884,27646,34194,34194,6.25,6.4,148682240,5.3,12.0,0.4501553,6.469,7.55425,0.0,0.0,SEK,False,346739200,-0.01134,5029235,22682800,0.58176,0.32863998,23231600,13.465,0.47530636,1735603200,1767139200,1743379200,-3747000,-0.2,2.3,10:1,1628121600,1.05,7.594,-0.3962264,0.12969577,EQUITY,6.4,none,19731000,0.87,45658000,220166000,1.149,1.174,330291008,72.086,14.561,0.029760001,-0.01206,91255000,-15155625,29623000,-0.034,0.27629,0.13824001,0.02273,SEK,MOBA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,M.O.B.A. Network AB,M.O.B.A. Network AB,False,STO,finmb_580004026,Europe/Stockholm,CEST,7200000,se_market,-7.9136653,6.4,False,[],1752679449,False,1576137600000,-0.5499997,6.4 - 6.45,Stockholm,27646,1.0999999,0.20754714,5.3 - 12.0,-5.6,-0.46666667,-39.622643,1753939800,1753939800,1753939800,1745924340,1745924340,False,-0.2,2.3,-0.06899977,-0.010666219,-1.1542497,-0.15279475,15,0,M.O.B.A. Network AB (publ),2025-07-16,
