address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Entreprenörsstråket 10,Mölndal,431 53,Sweden,46 31 16 08 60,https://www.promimic.com,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"Promimic AB (publ) manufactures, markets, and sells biomaterials for improved osseointegration for orthopedic and dental implants markets. It offers HAnano surface technology that combines various properties that are known to improve osseointegration into one unique surface modification. The company was incorporated in 2004 and is based in Mölndal, Sweden.",18,"[{'maxAge': 1, 'name': 'Mr. Magnus  Larsson', 'age': 61, 'title': 'Chief Executive Officer', 'yearBorn': 1963, 'fiscalYear': 2021, 'totalPay': 1925244, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ulf  Brogren', 'age': 51, 'title': 'Chief Commercial Officer', 'yearBorn': 1973, 'fiscalYear': 2021, 'totalPay': 1180704, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Heidi  Bader', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Kjellin', 'age': 52, 'title': 'Chief Technology Officer', 'yearBorn': 1972, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher R. Whitfield', 'age': 57, 'title': 'President of Promimic Inc', 'yearBorn': 1967, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}]",1640908800,[],86400,2,17.15,18.5,18.5,18.5,17.15,18.5,18.5,18.5,0.0,0.286,108,108,2833,1135,1135,17.2,18.5,391071488,15.25,44.9,7.8308268,19.083,24.85325,0.0,0.0,SEK,False,305985856,-0.27095,8003923,18892300,0.85723996,0.102110006,21139000,3.447,5.366986,1735603200,1767139200,1743379200,-13531000,-0.72,6.127,-58.674,-0.4911765,0.10611236,EQUITY,18.5,none,34076000,1.804,-5215000,0,3.48,3.536,49940000,2.643,-0.069510005,-0.19594,48314000,-15261375,-8689000,0.11,0.96744,-0.10443,-0.40960997,SEK,PRO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Promimic AB,Promimic AB (publ),[],1752842679,STO,finmb_40844467,Europe/Stockholm,CEST,7200000,se_market,False,7.871722,18.5,False,1651215600000,1.3500004,18.5 - 18.5,Stockholm,2833,3.25,0.21311475,15.25 - 44.9,-26.400002,-0.5879733,-49.11765,-0.72,-0.5830002,-0.030550761,-6.3532505,-0.25563055,15,0,False,
