address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
LahAellsvAegen 48,Täby,183 30,Sweden,https://www.nicoccino.se,Tobacco,tobacco,Tobacco,Consumer Defensive,consumer-defensive,Consumer Defensive,"Nicoccino Holding AB (publ) engages in the manufacture, sale, and marketing of nicotine products. It offers nicotine strips that are used as snus and nicotine pouches to target restricted smokers and offer quick and discreet access to nicotine. The company was incorporated in 2013 and is based in Täby, Sweden.",1,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Laurell', 'age': 56, 'title': 'Chief Executive Officer', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 1543000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Blom', 'age': 46, 'title': 'Director of Operations', 'yearBorn': 1978, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.0,-0.392,5,5,2472,613,613,1.21,1.5,0,0,39174628,1.0,4.96,88.63038,1.3438,1.6257,0.0,0.0,SEK,False,37385324,0.0,17101116,30846200,0.70778,0.0,38406500,0.462,2.207792,1735603200,1767139200,1743379200,-8424000,-0.27,84.582,-6.651,-0.6851852,0.10611236,EQUITY,1.02,none,1633000,0.053,-5621000,1386000,0.199,0.336,442000,9.717,0.014,-0.18238,-0.45596,126000,2054000,-6501000,0.558,0.28507,0.0,-14.10448,SEK,NICO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,Nicoccino Holding AB,Nicoccino Holding AB (publ),CLOSED,[],1752649200,STO,finmb_250665956,Europe/Stockholm,CEST,7200000,se_market,False,0.0,1.02,False,1404111600000,0.0,1.02 - 1.02,Stockholm,2472,0.01999998,0.01999998,1.0 - 4.96,-3.94,-0.79435486,-68.51852,-0.27,-0.32379997,-0.24095847,-0.6057,-0.37257797,15,0,
