address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,trailingPegRatio
Trollebergsvägen 102-28,Staffanstorp,24561,Sweden,46 13 39 32 00,https://lyckegardgroup.se,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,Farm & Heavy Construction Machinery,Industrials,industrials,Industrials,"Lyckegård Group AB (publ) develops, markets, and sells mechanical tools for sustainable agriculture market in Sweden, Norway, and Finland. It offers cameleon, quick witted, crimper roller, combcut, the bional, treffle, cookerling, and exchange machine tools, as well as Düvelsdorf and Suire agricultural machineries for sowing, tillage, and mechanical weed control. The company was formerly known as Just Common Sense AB and changed its name to Lyckegård Group AB (publ) in March 2019. Lyckegård Group AB (publ) was founded in 2008 and is headquartered in Staffanstorp, Sweden.",48,"[{'maxAge': 1, 'name': 'Kent-Ove  Stenberg', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 1067725, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Nilsson', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2023, 'totalPay': 1033506, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nils  Ahlstrand', 'title': 'Executive Officer', 'fiscalYear': 2023, 'totalPay': 195590, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Carlsson', 'title': 'Managing Director', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,1.97,1.99,1.92,2.0,1.97,1.99,1.92,2.0,0.0,0.227,21.555555,24268,24268,38313,47849,47849,1.89,1.94,132041448,0.95,2.38,0.7111109,1.7938,1.416975,0.0,0.0,SEK,False,137187248,-0.06683,23146261,68062600,0.42115003,0.12658,66863200,0.33,5.878788,1735603200,1767139200,1743379200,-12409697,0.09,0.739,16.513,0.6521739,0.10611236,EQUITY,1.94,none,3313000,0.054,8307879,23848000,0.468,1.045,185683344,117.78,3.339,-0.0238,-0.94579005,71712984,-10917441,-4498476,0.005,0.38621,0.04474,-0.031040002,SEK,LYGRD.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Lyckegård Group AB (publ),-0.029999971,1.92 - 2.0,Stockholm,38313,0.99000007,1.0421053,0.95 - 2.38,-0.44000006,STO,finmb_228008479,Europe/Stockholm,CEST,7200000,se_market,False,-1.5228412,1.94,False,1645430400000,-0.18487397,65.217384,0.09,0.14620006,0.08150299,0.52302504,0.3691138,15,0,False,[],1752848498,
