address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Hulda Lindgrens gata 6b,Västra Frölunda,421 31,Sweden,46 3 17 96 06 97,https://www.luxbright.com,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"Luxbright AB (publ), a technology company, develops and commercializes X-ray tubes, generators, and X-ray systems to system suppliers. Its products are used in the areas of industrial NDT, and medical radiology and research, as well as in the security industry. The company was incorporated in 2012 and is headquartered in Västra Frölunda, Sweden.","[{'maxAge': 1, 'name': 'Mr. Mats  Alm', 'age': 61, 'title': 'Chief Executive Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2018329, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hakan  Bengtsson', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1028820, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patrik  Hallberg', 'age': 44, 'title': 'Chief Technology Officer', 'yearBorn': 1980, 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Goran  Zelander', 'age': 50, 'title': 'C.C.O', 'yearBorn': 1974, 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Liping  Mo', 'title': 'Suzhou Luxbright CMD', 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}]",1672444800,[],86400,4,0.682,0.678,0.66,0.77,0.682,0.678,0.66,0.77,0.0,0.347,338473,338473,98167,169271,169271,0.664,0.692,78881488,0.6,1.3,6.5562925,0.72528,0.810765,0.0,0.0,SEK,False,64526444,-1.47253,67300475,112688000,0.33458,0.11123,114321000,0.303,2.2772276,1735603200,1767139200,1735603200,-17716662,-0.16,5.363,-4.018,-0.37431192,0.10611236,EQUITY,0.69,none,12355379,0.11,-16060820,254186,1.751,2.066,12031417,0.743,0.117,-0.27482998,-0.52197,8877743,-10305748,-16515000,7.607,0.73788,-1.3349099,-1.23944,SEK,LXB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Luxbright AB,Luxbright AB (publ),[],1752845414,STO,finmb_563904093,Europe/Stockholm,CEST,7200000,se_market,False,1.173023,0.69,False,1605772800000,0.008000016,0.66 - 0.77,Stockholm,98167,0.089999974,0.14999995,0.6 - 1.3,-0.60999995,-0.46923074,-37.43119,-0.16,-0.03527999,-0.04864327,-0.12076503,-0.14895195,15,0,False,
