address1,city,zip,country,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,hasPrePostMarketData,fiftyTwoWeekChangePercent,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
StrandvAegen 7A,Stockholm,114 56,Sweden,https://www.bohogroup.com,,,,,"Boho Group AB (publ) operates as a hotel development and operating company. It owns and operates Boho Club, a boutique resort on the Golden Mile in Marbella. The company was formerly known as Quartiers Properties AB (publ) and changed its name to Boho Group AB (publ) in September 2024. Boho Group AB (publ) was incorporated in 2014 and is headquartered in Stockholm, Sweden.",100,"[{'maxAge': 1, 'name': 'Mr. Jorgen  Cederholm', 'age': 63, 'title': 'Chairman of the Board of Directors & Partner', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 290000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Bonnier', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 150000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Carl-Fredrik  Morander', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antonio  Diaz-Barcelo', 'age': 59, 'title': 'Investment Manager', 'yearBorn': 1965, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Cepero', 'age': 51, 'title': 'Head of Business Support', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,9.34,9.34,9.2,9.34,9.34,9.34,9.2,9.34,0.925,5488,5488,22932,10837,10837,9.18,9.3,6.38,11.6,8.904,10.19425,0.0,0.0,SEK,False,715152064,-0.26012,13699000,0.25426,0.15569,2.888,3.2202218,1735603200,1767139200,1743379200,-40100000,4.639,38.509,-0.18421054,0.10611236,0.24,1750982400,EQUITY,9.3,none,21163000,0.367,18571000,198579008,1.044,4.9,154158000,119.174,2.672,0.0108,-0.20594999,24833000,79738496,60636000,-0.343,0.16108999,0.12047,-0.60309,SEK,BOHO-PREF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-0.03999996,9.2 - 9.34,0.45768026,6.38 - 11.6,-2.3000002,-0.19827588,0.3959999,0.044474382,-0.8942499,-0.08772101,15,0,Stockholm,22932,2.92,False,-18.421055,1725260400000,False,-0.4282651,9.3,Boho Group AB Pref,Boho Group AB (publ),PREPRE,[],1752766177,STO,finmb_346169656,Europe/Stockholm,CEST,7200000,se_market,False,
