address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,cryptoTradeable,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
Nellickevägen 22,Gothenburg,412 63,Sweden,46 3 17 62 60 40,https://www.gapwaves.com,Communication Equipment,communication-equipment,Communication Equipment,Technology,technology,Technology,"Gapwaves AB (publ) designs, develops, manufactures, and delivers waveguide products in Sweden, rest of European Union, and internationally. It offers automotive radar antennas, flat panel antennas, 5G phased arrays antennas, flange adapters, and waveguide filters. The company was incorporated in 2011 and is headquartered in Gothenburg, Sweden.",45,"[{'maxAge': 1, 'name': 'Mr. Jonas  Ehinger', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert  Berhof', 'age': 41, 'title': 'Chief Financial Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcus  Hasselblad', 'age': 54, 'title': 'CTO & CEO of Sensrad', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,12.98,12.9,12.8,13.2,12.98,12.9,12.8,13.2,0.0,1.351,-8.684211,44477,44477,28207,43924,43924,12.94,13.18,0,0,418721152,11.88,21.95,5.420479,13.1216,14.43215,0.0,0.0,SEK,False,367382336,-0.62589,18584685,23478800,0.25113,0.06473,31721300,3.015,4.3781095,1735603200,1767139200,1743379200,-48349000,-1.52,-1.52,4.756,-13.245,-0.28961748,0.10611236,EQUITY,13.2,28.0,26.0,27.0,27.0,none,2,33782000,1.085,-27738000,0,1.937,2.23,77248000,2.48,-0.1388,-0.41333,2618000,-11003750,-19657000,0.515,0.033889998,-0.35908002,-0.12997,SEK,GAPW-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766186,STO,finmb_403660516,Europe/Stockholm,CEST,7200000,se_market,False,1.6949173,13.2,PREPRE,False,Gapwaves AB B,Gapwaves AB (publ),Stockholm,28207,1.3199997,0.11111108,11.88 - 21.95,-8.750001,-0.3986333,-28.961748,1753441140,1753441140,1753441140,1746000000,1746000000,False,-1.52,-1.52,-1.02,-12.941176,0.07839966,0.005974855,-1.2321501,-0.08537537,15,0,False,1479456000000,0.22000027,12.8 - 13.2,
