address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Postbox 2066,Uppsala,750 02,Sweden,https://www.gamingcorps.com,Gambling,gambling,Gambling,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Gaming Corps AB (publ) operates as a game development company. The company engages in developing games within iGAMING business areas. It develops games in casino slots, plinko games, multiplier games, smash4cash games, table games, and mine games category. The company was incorporated in 2014 and is headquartered in Uppsala, Sweden.",29,"[{'maxAge': 1, 'name': 'Mr. Bulent  Balikci', 'title': 'Chief Business Development Officer & Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Juha  Kauppinen', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mikael  Backstrom', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alex  Lorimer', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Vincent  Calay-Roche', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Danielle  Calafato', 'title': 'Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.46,1.46,1.41,1.52,1.46,1.46,1.41,1.52,0.0,0.274,152.0,163605,163605,132393,183294,183294,1.405,1.515,0,0,221071840,0.5,1.52,5.256055,1.08016,0.86193,0.0,0.0,SEK,False,134803264,-0.75061,107565152,145442000,0.26306,0.00535,145442000,0.203,7.4876847,1735603200,1767139200,1743379200,-31570858,-0.37,0.01,1:10,1595808000,3.205,-6.078,0.5816326,0.10611236,EQUITY,1.52,none,17777228,0.143,-22180272,7062503,2.427,3.287,42060412,27.989,0.485,-0.55933,-2.67282,3535906,-26832256,-29687370,0.825,0.08407,-0.52734,-0.37528,SEK,GCOR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1433401200000,Gaming Corps AB,Gaming Corps AB (publ),0.059999943,1.41 - 1.52,Stockholm,132393,1.02,2.04,0.5 - 1.52,0.0,[],1752852593,STO,finmb_290589132,Europe/Stockholm,CEST,7200000,se_market,False,4.109585,1.52,CLOSED,0.0,58.16326,1605524340,1605524340,-0.37,0.01,0.43983996,0.40719888,0.65806997,0.76348424,15,0,False,
