address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
Sveavägen 9,Stockholm,111 57,Sweden,46 8 50 90 68 00,https://www.hemnetgroup.se,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Hemnet Group AB (publ) operates a residential property platform in Sweden. The company connects property buyers, sellers, and real estate agents in one platform. Hemnet Group AB (publ) was founded in 1998 and is headquartered in Stockholm, Sweden.",156,"[{'maxAge': 1, 'name': 'Mr. Jonas  Gustafsson', 'age': 42, 'title': 'Chief Executive Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Ornulf', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lisa  Farrar', 'age': 44, 'title': 'Chief Operating Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Lindqvist', 'age': 50, 'title': 'Chief Technology Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ludvig  Segelmark', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anna  Forseback', 'title': 'General Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jessica  Sjoberg', 'age': 47, 'title': 'Chief Communications Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anna  Kempe', 'age': 47, 'title': 'Chief People & Culture Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Staffan  Tell', 'title': 'Head of PR', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,289.0,309.2,288.2,311.8,289.0,309.2,288.2,311.8,1.7,0.61,1746576000,0.2251,0.994,56.954884,37.68657,313044,313044,324536,181336,181336,300.4,301.2,27235094528,256.2,430.2,18.531057,296.172,342.102,0.0,0.0,SEK,False,26744315904,0.3483,68037281,89884800,0.11354999,0.66721,95453600,12.944,23.40853,1735603200,1767139200,1743379200,0.421,511900000,5.32,8.04,18.197,36.666,-0.18461537,0.10611236,1.7,1746576000,EQUITY,303.0,482.0,225.0,359.29166,383.0,2.58333,hold,12,70500000,0.74,729400000,470800000,0.356,1.045,1469699968,38.189,15.341,0.19089001,0.41803002,1269100032,470637504,597100032,0.438,0.296,0.86350995,0.49629003,0.41096002,SEK,HEM.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852581,STO,finmb_697552485,Europe/Stockholm,CEST,7200000,se_market,False,4.8442907,303.0,CLOSED,Hemnet Group AB,Hemnet Group AB (publ),Stockholm,324536,46.799988,0.18266973,256.2 - 430.2,-127.20001,-0.29567644,-18.461536,1752852600,1752852600,1752852600,1752825600,1752825600,False,5.32,8.04,7.35778,41.1809,6.828003,0.02305418,-39.10199,-0.114299215,15,0,2.6 - Hold,False,False,1619506800000,14.0,288.2 - 311.8,
