address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Box 5209,Stockholm,102 45,Sweden,https://www.circleenergy.se,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Circle Energy Sweden AB (publ) operates as an energy company in Sweden. The company offers construction, installation, training, and other services, as well as owns and operates waste gasification and incineration plants that produce green electricity and heat. It is also involved in the construction of facilities for electricity production with bio-oil tailored to the customer's requirement. The company was formerly known as ZAZZ Energy of Sweden AB (publ) and changed its name to Circle Energy Sweden AB (publ) in July 2024. Circle Energy Sweden AB (publ) was incorporated in 2019 and is based in Stockholm, Sweden.","[{'maxAge': 1, 'name': 'Mr. Martin  Boulton', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sven  Cristea', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.0094,0.0093,0.0088,0.0108,0.0094,0.0093,0.0088,0.0108,0.0,239449581,239449581,200185501,546974140,546974140,0.0092,0.0093,53052996,0.0009,0.0203,0.006988,0.0035005,0.0,0.0,SEK,False,0.0,5531259904,5766629888,-0.0,1.90625,0.10611236,EQUITY,0.0092,none,0.0,0.0,0.0,CIRCLE-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1719471600000,Circle Energy Sweden AB ser. B,Circle Energy Sweden AB (publ),-0.00019999966,0.0088 - 0.0108,Stockholm,200185501,0.0083,9.222222,9.0E-4 - 0.0203,-0.011100001,[],1752852593,STO,finmb_650149058,Europe/Stockholm,CEST,7200000,se_market,False,-2.127656,0.0092,CLOSED,-0.54679805,190.625,-0.0,0.002212,0.31654266,0.0056995004,1.6281961,15,0,False,
