address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,marketState,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Evenemangsgatan 31,Solna,169 79,Sweden,46 86 27 00 60,https://www.nordrest.se,Restaurants,restaurants,Restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Nordrest Holding AB (publ) operates as a foodservice company in Sweden and internationally. The company's operation includes restaurant and café management with a focus on guest flows and contract-based meal solutions. It also provides catering services. The company serves defense, corporate, education, healthcare and elderly care, and travel segments. It operates under the Taste by Nordrest, Togo by Nordrest, Pocket by Nordrest, La Girafe, Dinners, and Way Cup brand names. The company was incorporated in 2013 and is headquartered in Solna, Sweden.",939,"[{'maxAge': 1, 'name': 'Mr. Thomas  Dahlstedt', 'age': 50, 'title': 'President, CEO & Director', 'yearBorn': 1974, 'fiscalYear': 2023, 'totalPay': 734100, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mathias  Wikell', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Michael  Buhring', 'age': 50, 'title': 'Chief Executive Officer of Food Services', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pelle  Hockerbo', 'age': 48, 'title': 'Chief Executive Officer of MRE Operations', 'yearBorn': 1976, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,187.4,188.6,188.0,191.0,187.4,188.6,188.0,191.0,5.0,2.79,1746748800,0.0,18.862274,14.115011,1885,1885,11068,8589,8589,188.8,189.2,2348495104,104.4,197.2,1.1673236,165.824,132.647,5.0,0.026680898,SEK,False,2046916992,0.061869998,4608279,12425900,0.84774,0.09342,12770700,14.226,13.285534,1735603200,1767139200,1743379200,0.165,124471000,10.02,13.39,1.017,9.754,0.63620687,0.10611236,5.0,1746748800,EQUITY,189.0,180.0,180.0,180.0,180.0,none,1,231306000,18.615,209846000,48541000,0.948,1.434,2011863040,27.008,161.908,0.16999,1.7029899,574414976,92731776,134403008,-0.048,0.101,0.28551,0.1043,0.08609,SEK,NREST.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Nordrest Holding AB,Nordrest Holding AB (publ),[],1752766177,STO,finmb_1880364136,Europe/Stockholm,CEST,7200000,se_market,False,False,1716447600000,1.6000061,PREPRE,188.0 - 191.0,Stockholm,11068,84.6,0.8103448,104.4 - 197.2,-8.199997,-0.041582134,63.620686,1756378740,1756378740,1756378740,1747378800,1747378800,False,10.02,13.39,13.22155,14.294845,23.175995,0.13976261,56.352997,0.4248343,15,0,False,0.85379195,189.0,
