address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,cryptoTradeable,shortName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,hasPrePostMarketData,firstTradeDateMilliseconds,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sourceInterval,exchangeDataDelayedBy,marketState,trailingPegRatio
Stortorget 1,3rd Floor,Lund,222 23,Sweden,46 46 12 01 70,46 46 12 00 12,https://www.eqlpharma.com,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"EQL Pharma AB (publ) engages in the development, marketing, and sale of generic medicines to pharmacies and hospitals in Sweden, Denmark, Norway, Finland, and the rest of Europe. It offers injection products for inpatient care and formulations for outpatient care. EQL Pharma AB (publ) was incorporated in 2006 and is based in Lund, Sweden.",21,"[{'maxAge': 1, 'name': 'Mr. Christer  Fahraeus B.Sc. Maths, h.c., MSc Bio Eng, Ph.D.', 'age': 59, 'title': 'Founder & Chairman', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 250000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Axel  Schorling', 'age': 38, 'title': 'President & CEO', 'yearBorn': 1986, 'fiscalYear': 2024, 'totalPay': 2262000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Jonsson', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Martin  Kristofferson', 'age': 46, 'title': 'Chief Operating Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alexander  Brising', 'age': 54, 'title': 'Chief Commercial Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carl  Lindgren', 'age': 56, 'title': 'Chief Business Development Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Erreth', 'age': 47, 'title': 'Chief Quality and Supply Chain Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,89.4,89.3,87.1,89.3,89.4,89.3,87.1,89.3,0.0,0.658,61.73611,28.402555,10704,10704,17975,23234,23234,88.7,88.9,2612655360,49.2,93.5,6.9947615,86.188,77.7602,0.0,0.0,SEK,False,3028477440,0.11545,21370182,29063600,0.0,0.10709,29388700,7.605,11.689678,1743379200,1774915200,1743379200,1.789,43123000,1.44,3.13,8.108,38.753,0.47202802,0.10611236,EQUITY,88.9,87.5,87.5,87.5,87.5,none,1,82400000,2.835,78148000,451556992,1.003,1.814,373516000,204.293,12.852,0.07121,0.21629,155954000,-289177504,-24652000,1.736,0.45,0.41752997,0.20922,0.20284,SEK,EQL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852572,STO,finmb_58957643,Europe/Stockholm,CEST,7200000,se_market,False,-0.5592841,88.9,2.711998,0.031466074,11.139801,0.1432584,False,EQL Pharma AB,-0.5,87.1 - 89.3,Stockholm,17975,False,1720076400000,39.7,0.8069106,49.2 - 93.5,-4.5999985,-0.049197845,47.2028,1746701940,1746701940,1746701940,False,1.44,3.13,2.16,41.157406,15,0,CLOSED,
