address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,trailingPegRatio
Birger Jarlsgatan 57,Convendum,Stockholm,113 56,Sweden,46 8 58 64 34 00,https://www.litium.se,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Litium AB (publ) provides solutions for digital commerce through the litium commerce cloud platform in Sweden. The company's products comprise Lithium Ehandel, CMS, PIM, and accelerator, as well as other add-ons. Litium AB (publ) was incorporated in 1998 and is headquartered in Stockholm, Sweden.",23,"[{'maxAge': 1, 'name': 'Mr. Martin  Billenius', 'age': 45, 'title': 'Chief Executive Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mathias  Bransmo', 'title': 'Founder & Owner', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Petter  Blid', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Daniel  Hultgren', 'age': 42, 'title': 'Chief Operating Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin  Bodolla', 'age': 50, 'title': 'Chief Marketing Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rasmus  Hellman', 'age': 31, 'title': 'Head of Sales', 'yearBorn': 1993, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Rosendahl', 'age': 58, 'title': 'Chief Business Development Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ludvig  Block', 'age': 51, 'title': 'Chief Product Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peder  Holmberg', 'age': 45, 'title': 'Chief Commercial Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,14.2,14.0,13.95,14.2,14.2,14.0,13.95,14.2,0.0,1.607,70.0,23262,23262,20922,52597,52597,13.95,14.0,232206800,7.16,14.2,2.7732837,10.8706,9.01605,0.0,0.0,SEK,False,187148160,0.00296,11100813,16586200,0.58941,0.21519,16586200,5.019,2.7894003,1735603200,1767139200,1743379200,247609,-0.08,0.2,2.235,269.753,0.2045455,0.10611236,EQUITY,14.0,17.0,17.0,17.0,17.0,none,1,7739699,0.467,693776,0,1.049,1.191,83729912,4.727,0.00079,0.0029300002,52942640,-3036385,17152644,0.064,0.6323,0.00829,-0.03542,SEK,LITI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.4084494,14.0,False,CLOSED,[],1752847229,STO,finmb_22478497,Europe/Stockholm,CEST,7200000,se_market,False,-0.19999981,13.95 - 14.2,Stockholm,20922,6.84,0.9553073,7.16 - 14.2,-0.19999981,-0.014084494,20.45455,1604573940,1604573940,-0.08,0.2,-0.3,-46.666664,3.1294003,0.2878774,4.9839497,0.55278635,15,0,False,1608105600000,Litium AB,Litium AB (publ),
