address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,marketState,trailingPegRatio
Kungsgatan 28,Stockholm,111 35,Sweden,https://www.acast.com,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Acast AB (publ) operates as a podcasting company in Europe, North America, and internationally. It operates a podcast platform to host and distribute their podcast. The company also offers podcast advertising services for promotion of the brand; and monetization opportunities for podcast creators and advertisers. Acast AB (publ) was incorporated in 2013 and is headquartered in Stockholm, Sweden.",409,"[{'maxAge': 1, 'name': 'Mr. Daniel  Adrian', 'age': 48, 'title': 'General Counsel', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lizzy  Pollott', 'age': 42, 'title': 'Chief Communications & Brand Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marianne  Bostrom', 'age': 46, 'title': 'Chief People Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matt  MacDonald', 'age': 49, 'title': 'Chief Product Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Veronika  Taylor', 'title': 'Senior Vice President of Creator Network', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Lauren  Tharp', 'title': 'Product Manager', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,15.62,15.62,15.5,16.2,15.62,15.62,15.5,16.2,0.0,0.5,-88.888885,504858,504858,271795,251476,251476,16.02,16.08,2897088000,12.5,21.6,1.402119,15.3468,15.6687,0.0,0.0,SEK,False,2232201472,-0.00954,103237791,181068000,0.29216,0.54377,181068000,6.467,2.4740992,1735603200,1767139200,1743379200,-19716000,-0.12,-0.18,1.08,-48.566,0.01758957,0.12792087,EQUITY,16.0,23.0,22.0,22.5,22.5,none,2,652046016,3.601,-45962000,139255008,1.807,1.894,2066221056,11.892,11.411,-0.018129999,-0.01687,805691008,53623500,78815000,0.297,0.38993,-0.02224,-0.05771,SEK,ACAST.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Acast AB,Acast AB (publ),[],1751556589,STO,finmb_262714627,Europe/Stockholm,CEST,7200000,se_market,False,0.65320015,0.04256263,0.33129978,0.02114405,15,0,False,2.4327793,16.0,False,1623913200000,0.3800001,15.5 - 16.2,Stockholm,271795,3.5,0.28,12.5 - 21.6,-5.6000004,-0.25925928,1.7589569,1753423200,1753423200,1753423200,1746518400,1746518400,False,-0.12,-0.18,0.0765,209.15033,PREPRE,
