address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,regularMarketTime,messageBoardId,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Torsgatan 11,Box 207,Stockholm,101 24,Sweden,46 8 55 56 50 00,https://www.piongroup.se,Staffing & Employment Services,staffing-employment-services,Staffing & Employment Services,Industrials,industrials,Industrials,"PION Group AB (publ) operates as a staffing and recruitment company in Sweden, Finland, and Norway. The company operates through QRIOS, Poolia, and Uniflex segments. The company provides executive search, interim management, HR-Tech on- and offboarding, and recruiting services, as well as consulting, IT, tech and strategy, and other services. It provides its services under the Uniflex, Poolia, QRIOS, Workspace Recruit, Whippy, Dreamwork, Lisberg Executive Search, Roi Rekrytering, and Student Node brands. The company was formerly known as Poolia AB (publ) and changed its name to PION Group AB (publ) in September 2022. PION Group AB (publ) was founded in 1989 and is headquartered in Stockholm, Sweden.",2242,"[{'maxAge': 1, 'name': 'Mr. Martin  Hansson', 'age': 56, 'title': 'President, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 154000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kent  Thudén', 'age': 59, 'title': 'Financial Manager', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elin  Strandberg', 'age': 43, 'title': 'Human Resource Director', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Claes  Gellstrup', 'age': 52, 'title': 'Chief Executive Officer of Poolia', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Nilsson', 'age': 56, 'title': 'President & CEO of Uniflex Sweden', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nima  Ashaier', 'age': 48, 'title': 'C.I.O.', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gabriella  Edberg', 'age': 37, 'title': 'Chief Executive Officer of QRIOS', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,9,4,10,8,1748736000,1735603200,[],86400,2,5.28,5.3,5.3,5.48,5.28,5.3,5.3,5.48,0.25,4.21,1715126400,3.5714002,3.58,0.953,8742,8742,6394,13700,13700,5.38,5.48,279802496,4.82,7.5,0.18522091,5.624,5.8653,0.0,0.0,SEK,False,278630016,-0.04419,16883185,37311400,0.52172,0.14721,52007900,2.647,2.0324895,1735603200,1767139200,1743379200,-66759000,-1.38,0.184,-4.671,-0.2605042,0.10611236,0.25,1715126400,EQUITY,5.38,none,8800000,0.183,-59645000,21300000,1.212,1.212,1510642048,16.68,31.357,-0.07775,-0.39854,42369000,-17943250,-3073000,-0.21,0.02805,-0.03948,-0.01684,SEK,PION-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PION Group AB ser. B,PION Group AB (publ),1752503236,finmb_4493313,STO,Europe/Stockholm,CEST,7200000,se_market,False,[],PREPRE,-1.38,-0.24399996,-0.043385483,-0.48530006,-0.08274087,15,0,False,False,946886400000,0.099999905,5.3 - 5.48,Stockholm,6394,0.55999994,0.11618256,4.82 - 7.5,-2.12,-0.28266665,-26.050419,1755601140,1755601140,1755601140,False,1.8939376,5.38,
