address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,regularMarketTime,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Risängsgatan 4-6,Borås,504 68,Sweden,https://www.bubbleroom.se,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"New Bubbleroom Sweden AB (publ) engages in the online retail of fashion products for women in the Nordic region and rest of Europe. It designs and sells women's clothing, underwear, shoes, and accessories. New Bubbleroom Sweden AB (publ) was incorporated in 2006 and is based in Borås, Sweden.",68,"[{'maxAge': 1, 'name': 'Mr. Magnus  Mansson', 'age': 57, 'title': 'CEO & MD', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Malmstrom', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joel  Sandberg', 'title': 'Chief Operation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mira  Vartiainen', 'title': 'People & Culture Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nina  Vatansever', 'title': 'Chief Purchasing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sofie  Rydberg', 'title': 'Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.0,0.642,6265,6265,9286,17022,17022,5.0,5.2,80837640,3.06,10.9,0.18336268,4.2776,4.41055,0.0,0.0,SEK,False,46471680,-0.034679998,9997477,15545700,0.83432,0.04711,16155300,6.535,0.7957154,1735603200,1767139200,1743379200,-15288000,-0.99,0.105,-6.915,0.07407403,0.10611236,EQUITY,5.2,none,36140000,2.325,-6720000,19184000,0.804,1.527,440862016,20.205,28.359,-0.03985,-0.14919,232532000,-4650875,-9478000,0.012,0.52744997,-0.015240001,-0.0635,SEK,BBROOM.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_223635990,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,[],1752842945,False,New Bubbleroom Sweden AB,New Bubbleroom Sweden AB (publ),0.0,5.2 - 5.2,Stockholm,9286,2.1399999,0.69934636,3.06 - 10.9,-5.7,-0.5229358,7.407403,-0.99,0.9224,0.21563494,0.7894497,0.17899121,15,0,False,1637654400000,0.0,5.2,
