address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Fredsgatan 21,Malmö,212 12,Sweden,46 4 06 11 34 00,https://trianon.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Fastighets AB Trianon (publ), a real estate company, owns, builds, develops, and manages residential and commercial properties in Sweden. The company operates through Residential and Community/Commercial segments. It offers housing, retail, office, and public sector/community properties, as well as garage and parking spaces. The company was incorporated in 1973 and is based in Malmö, Sweden.",86,"[{'maxAge': 1, 'name': 'Mr. Olof  Andersson', 'age': 59, 'title': 'CEO & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mari-Louise  Hedbys', 'age': 60, 'title': 'CFO & Deputy CEO', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jens  Bergman', 'age': 47, 'title': 'Head of IT and Accounting', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nina  Wallenberg', 'age': 51, 'title': 'Head of Communications, Investor Relations & HR', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Therese  Altenby', 'age': 41, 'title': 'Chief Legal Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars  Akewall', 'age': 61, 'title': 'Head of Business Development, Commercial Property', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Heide', 'age': 54, 'title': 'Head of Business Development, Residential', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Karlsryd', 'age': 39, 'title': 'Head of Transactions', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,19.12,19.1,18.98,19.14,19.12,19.1,18.98,19.14,1652400000,0.0,1.478,14.162963,18.209526,37063,37063,132181,107677,107677,19.02,19.14,0,0,3532649472,16.98,26.9,4.38294,19.0242,20.41895,0.0,0.0,SEK,False,10396844032,0.32009998,65561786,178290000,0.6181,0.22672,185151008,26.772,0.71417904,1735603200,1767139200,1743379200,0.7,252300000,1.35,1.05,4:1,1653436800,12.899,21.562,-0.18565398,0.10611236,0.5,1652400000,EQUITY,19.12,25.0,21.0,23.0,23.0,none,2,157500000,0.854,482175008,7058599936,0.091,0.091,806000000,137.284,4.03,0.02227,0.05056,543100032,160962496,134800000,0.667,0.125,0.67382,0.59823,0.5389,SEK,TRIAN-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Fastighets AB Trianon (publ),Fastighets AB Trianon ser. B,False,1498028400000,0.0,18.98 - 19.14,1.35,1.05,1.1,17.381819,0.0958004,0.0050357124,-1.2989483,-0.063614845,15,0,False,Stockholm,132181,2.1400013,0.1260307,16.98 - 26.9,-7.779999,-0.2892193,-18.5654,1752212700,1752212700,1752212700,1746513000,1746513000,False,CLOSED,[],1752852587,STO,finmb_60926779,Europe/Stockholm,CEST,7200000,se_market,False,0.0,19.12,
