address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,regularMarketChangePercent,regularMarketPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,shortName,marketState,corporateActions,regularMarketTime,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Bjornstigen 85,4th floor,Solna,170 73,Sweden,46 0 84 40 88 50,https://terranorgroup.com,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Terranor Group AB (Publ) operates as infrastructure and road maintenance company in Sweden, Denmark, and Finland. It is involved in the operation and maintenance of roads together with light road works, as well as other related areas, such as construction and maintenance of green areas, and independent temporary traffic safety. Its principal customer base consists of government organizations and municipalities. The company was founded in 2018 and is headquartered in Solna, Sweden. Terranor Group AB (Publ) operates as a subsidiary of Mutares Holding-39 Gmbh.","[{'maxAge': 1, 'name': 'Mr. Michael  Berglin', 'age': 51, 'title': 'Chief Executive Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Inka  Kontturi', 'age': 49, 'title': 'CFO & Head of Investor Relations', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,20.0,20.0,19.81,20.0,20.0,20.0,19.81,20.0,6.472492,6677,6677,162425,68736,68736,19.9,19.998,402000000,19.8,22.8,20.039728,20.039728,0.0,0.0,SEK,False,0.0,20000000,20100000,10.534,1.8986139,3.09,0.0,0.10611236,EQUITY,20.0,none,0.0,0.0,0.0,TERNOR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Terranor Group AB (publ),0.0,20.0,19.81 - 20.0,Stockholm,162425,0.20000076,0.010101049,19.8 - 22.8,-2.7999992,-0.12280699,0.0,3.09,-0.039728165,-0.0019824703,-0.039728165,-0.0019824703,Terranor Group AB,CLOSED,[],1752852585,15,0,False,False,1751266800000,0.0,STO,finmb_677100203,Europe/Stockholm,CEST,7200000,se_market,False,
