address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,longName,corporateActions,regularMarketTime,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,trailingPegRatio
Västra Varvsgatan 19,Malmö,211 77,Sweden,46 40 14 06 20,https://www.enorama.se,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Enorama Pharma AB (publ), a pharmaceutical company, develops, manufactures, and sells medicated chewing gum containing proven generic substances in Sweden. It offers nicotine chewing gum for smoking cessation and medical cannabis chewing gums for non-pharma applications, as well as for other applications, such as oromucosal drug delivery and allergic rhinitis. The company was incorporated in 2006 and is based in Malmö, Sweden.",5,"[{'maxAge': 1, 'name': 'Mr. Daniel  Schroder', 'age': 41, 'title': 'Chief Executive Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.46,2.47,2.47,2.47,2.46,2.47,2.47,2.47,0.0,1.339,2080,2080,14626,16451,16451,2.47,2.79,0,0,151190672,1.515,8.48,9.317229,2.5472,2.9113,0.0,0.0,SEK,False,145930512,0.0,1375767,60473300,0.58095,0.00021,61210800,0.154,16.038961,1735603200,1767139200,1743379200,-58411000,-0.92,8.993,-2.683,-0.4131868,0.10611236,EQUITY,2.47,none,4648000,0.077,-54387000,0,0.741,1.078,16227000,0.282,-0.93428004,-4.0283403,-2515000,-38416248,-51777000,-0.15499,0.0,-37.16036,SEK,ERMA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_331296542,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,0.40650368,2.47,Enorama Pharma AB (publ),[],1752852576,Enorama Pharma AB,False,1465542000000,-0.92,-0.077199936,-0.030307764,-0.44129992,-0.15158173,15,0,False,0.00999999,2.47 - 2.47,Stockholm,14626,0.95500004,0.63036305,1.515 - 8.48,-6.0099993,-0.70872635,-41.31868,1605092340,1605092340,
