address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,regularMarketChangePercent,regularMarketPrice,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Norrlandsgatan 10,Stockholm,111 43,Sweden,46 86 62 06 90,46 86 60 36 42,https://www.casefonder.se,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Case Group AB (publ) provides wealth management services for private clients in Sweden. It manages various investment products, such as equity, fixed income, money markets, and alternative strategies. The company was founded in 2004 and is headquartered in Stockholm, Sweden.",17,"[{'maxAge': 1, 'name': 'Mr. Johan  Andrassy', 'title': 'Chief Executive Officer', 'fiscalYear': 2023, 'totalPay': 3565000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Strombom', 'age': 65, 'title': 'Senior Advisor & Member of the Board', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 329000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Oscar  Andrassy', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nicklas  Lidstrom', 'age': 54, 'title': 'Partner', 'yearBorn': 1970, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,19.7,19.1,19.0,19.6,19.7,19.1,19.0,19.6,0.0,0.453,22.891567,5278,5278,5056,5105,5105,19.0,19.1,611503616,12.4,20.4,3.3443277,17.582,16.7875,0.0,0.0,SEK,False,537229120,0.14654,20393935,32184400,0.78885,0.0,32512800,9.275,2.0485177,1735603200,1767139200,1743379200,26795000,0.83,2.938,0.3605442,0.10611236,EQUITY,19.0,none,53497000,1.662,27500000,1.167,1.596,182848000,9.213,5.681,0.061350003,0.09398,89552000,26142124,32798000,0.458,0.48976,0.0,0.24768,SEK,CASE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752851978,STO,finmb_1685638391,Europe/Stockholm,CEST,7200000,se_market,False,False,1639641600000,Case Group AB,Case Group AB (publ),-3.5533032,19.0,CLOSED,-0.70000076,19.0 - 19.6,Stockholm,5056,6.6000004,0.5322581,12.4 - 20.4,-1.3999996,-0.06862743,36.05442,0.83,1.4179993,0.08065062,2.2124996,0.13179447,15,0,False,
