address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,regularMarketChangePercent,shortName,longName,messageBoardId,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,corporateActions,regularMarketTime,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Gottorpsvägen 58,Vintrie,Malmö,218 45,Sweden,46 7 04 61 94 19,https://www.bomill.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"BoMill AB (publ) develops and sells sorting equipment for grain and the food industries in Sweden, Europe, and North America. The company offers BoMill InSight, which is a grain quality sorting equipment. It also provides support and installation services. It serves malt house, flour mills, grain elevators, organic farming, seed cleaning, and producers, as well as semolina and feed mill industries through sales organization or agents/distributors. BoMill AB (publ) was founded in 1998 and is headquartered in Malmö, Sweden.",10,"[{'maxAge': 1, 'name': 'Mr. Andreas  Jeppsson', 'age': 52, 'title': 'MD & CEO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cajsa  Kapoor', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Nilsson', 'age': 47, 'title': 'Chief Technology Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Denis  Boissau', 'title': 'Marketing Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susana Jacobsson Morales', 'age': 37, 'title': 'Head of Sales', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hansi  Biedermann', 'title': 'Business Development Manager', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.7,0.67,0.66,0.688,0.7,0.67,0.66,0.688,0.0,0.611,26600,26600,66201,67769,67769,0.672,0.684,82263680,0.552,1.43,5.611438,0.68532,0.97949,0.0,0.0,SEK,False,71553448,-1.1895,61259615,120976000,0.49262002,0.18558,131375000,0.131,5.19084,1735603200,1767139200,1743379200,-17438000,-0.15,4.881,-4.06,-0.15476191,0.10611236,EQUITY,0.68,none,10468000,0.087,-17626000,0,1.097,1.615,14660000,0.126,-0.41579,-1.05407,9171000,-4713750,-12477000,-0.233,0.62558,-1.20232,-2.10888,SEK,BOMILL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.68,-2.8571403,BoMill AB,BoMill AB (publ),finmb_24193903,-0.15,-0.0053200126,-0.007762815,-0.29948997,-0.30576113,15,0,False,False,1603177200000,-0.01999998,0.66 - 0.688,Stockholm,66201,0.12800002,0.2318841,0.552 - 1.43,-0.74999994,-0.5244755,-15.476191,PREPRE,[],1752755545,STO,Europe/Stockholm,CEST,7200000,se_market,False,
