address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,firstTradeDateMilliseconds,hasPrePostMarketData,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,cryptoTradeable,trailingPegRatio
Box 3083,Stockholm,10361,Sweden,46 8 42 50 31 51,https://www.gigasun.se,Solar,solar,Solar,Technology,technology,Technology,"Gigasun AB (publ), engages in the financing, owning, and operating of roof-mounted solar energy installations in China. The company installed a total of 57.5 MW of roof-mounted solar energy installations. It serves private and public organizations. The company was formerly known as Advanced Soltech Sweden AB (publ) and changed its name to Gigasun AB (publ) in February 2024. Gigasun AB (publ) was founded in 2014 and is based in Stockholm, Sweden.",22,"[{'maxAge': 1, 'name': 'Mr. Frederic  Telander', 'age': 60, 'title': 'Executive Chairman of the Board', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 2859000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Max  Metelius', 'age': 55, 'title': 'CEO & MD', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 2721000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Salomonsson', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cecilia  Markborn', 'age': 32, 'title': 'General Counsel', 'yearBorn': 1992, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gang  Bao', 'age': 55, 'title': 'Director & CEO of Advanced SolTech Renewable Energy', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,2.85,2.8,2.8,2.9,2.85,2.8,2.8,2.9,0.0,-0.128,7333,7333,19041,18924,18924,2.9,2.95,165871888,2.1,4.0,0.87690985,2.6518,2.9373,0.0,0.0,SEK,False,1305101440,4.461539,-0.20071,18744675,57197200,0.7062,0.01189,57197200,8.826,0.32857466,1735603200,1767139200,1743379200,-37966000,-0.67,6.9,8.835,-0.3060109,0.10611236,EQUITY,2.9,6.95,6.95,6.95,6.95,none,1,66877000,1.169,147716000,1236420992,0.193,0.33,189155008,244.921,3.307,0.01672,-0.06996,136928992,-210363744,99199000,0.129,0.7239,0.78093004,0.08803,SEK,GIGA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Gigasun AB,Gigasun AB (publ),CLOSED,1.7543926,2.9,0.05000019,2.8 - 2.9,Stockholm,19041,0.8000002,0.38095248,2.1 - 4.0,-1.0999999,-0.27499998,-30.60109,-0.67,0.17,17.058825,0.24820018,0.093596876,-0.03729987,-0.012698693,15,0,1706515200000,False,[],1752851745,STO,finmb_347831834,Europe/Stockholm,CEST,7200000,se_market,False,False,
