address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,marketState,shortName,trailingPegRatio
BirgerJarlsgatan 57,Stockholm,113 65,Sweden,https://www.cedergrenska.se,Education & Training Services,education-training-services,Education & Training Services,Consumer Defensive,consumer-defensive,Consumer Defensive,"Cedergrenska AB (publ) provides preschool and post-secondary education services. The company operates primary and high schools, marine polytechnic and Psychology program school, kindergartens, and gymnasiums, as well as offers various trainee programs. Cedergrenska AB (publ) was founded in 2017 and is based in Stockholm, Sweden.",1312,"[{'maxAge': 1, 'name': 'Ms. Lotta  Smith', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Klas  Wilborg', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin  Eklow', 'age': 35, 'title': 'Communications Manager & Sustainability Manager', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karin  Hanson', 'age': 41, 'title': 'HR Director', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anne  Engardt', 'age': 54, 'title': 'Head of School, Pre-Primary & Primary Schools', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,36.8,37.2,37.0,37.4,36.8,37.2,37.0,37.4,1.07,2.85,1744675200,0.3877,0.688,29.76,19.274612,552,552,24586,3611,3611,37.2,37.2,525360736,18.2,39.4,0.503222,36.668,31.978,0.57,0.01548913,SEK,False,486993024,0.014780001,9851532,14043700,0.50558,0.04265,14122600,14.527,2.5607488,1719705600,1751241600,1743379200,0.277,15430000,1.25,1.93,0.466,5.418,0.66355145,0.10611236,0.57,1734307200,EQUITY,37.2,none,41768000,2.974,89891000,0,0.425,0.819,1043993984,83.413,0.059439998,0.09621,275495008,98996752,79402000,0.057,0.577,0.26389,0.0861,0.04185,SEK,CEDER.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,False,1621926000000,0.40000153,37.0 - 37.4,Stockholm,24586,19.0,1.043956,18.2 - 39.4,-2.2000008,-0.05583758,66.35515,[],1752849820,STO,finmb_684116820,Europe/Stockholm,CEST,7200000,se_market,False,Cedergrenska AB (publ),1.25,1.93,0.5320015,0.014508604,5.222,0.16329977,15,0,1.0869608,37.2,CLOSED,Cedergrenska AB,
