address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,regularMarketChangePercent,regularMarketPrice,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
Sveavägen 168,Stockholm,113 46,Sweden,46 87 50 92 20,https://www.apotea.se,Pharmaceutical Retailers,pharmaceutical-retailers,Pharmaceutical Retailers,Healthcare,healthcare,Healthcare,"Apotea AB (publ) operates an online pharmacy in Sweden. It offers products in the areas of allergy, face, child and parent, bite and sting, preparedness, animal, fever and aches, cold, home and household, aid, hair removal and shaving, hair care, hands and feet, intimate, dietary supplements, body care, stomach and intestine, food and beverage, mouth and teeth, toiletries, travel packaging and accessories, sex and lust, stop smoking, makeup, sun protection, wounds and injuries, sleep and sleep problems, training, weight control, vitamins and minerals, and eyes and ears. The company was founded in 2011 and is headquartered in Stockholm, Sweden.",727,"[{'maxAge': 1, 'name': 'Mr. Par  Svardson', 'age': 55, 'title': 'Founder, MD, CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 4600000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Marild', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sarah  Ahnstrom', 'age': 35, 'title': 'Deputy CEO & COO', 'yearBorn': 1989, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Eriksson', 'age': 54, 'title': 'Vice President of Organization and Personnel & IR Manager', 'yearBorn': 1970, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,95.15,95.21,94.04,97.12,95.15,95.21,94.04,97.12,0.0,42.41048,124553,124553,234198,231202,231202,96.6,96.64,10107375616,66.31,105.66,1.4910933,92.402,82.48382,0.0,0.0,SEK,False,9570159616,34.197186,0.03508,68198745,104071000,0.33528,0.47671002,104071000,6.595,14.726309,1735603200,1767139200,1743379200,0.47,237800000,2.29,1.412,25.58,0.07976186,0.10611236,EQUITY,97.12,85.0,75.5,80.25,80.25,3.0,hold,2,20800000,0.2,374124992,391300000,0.447,1.093,6778500096,55.354,65.798,1863399936,251000000,0.444,0.152,0.2749,0.05519,0.05269,SEK,APOTEA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766185,STO,finmb_34335259,Europe/Stockholm,CEST,7200000,se_market,False,False,1733472000000,Apotea AB,2.0704162,97.12,PREPRE,1.9700012,94.04 - 97.12,Stockholm,234198,30.810005,0.4646359,66.31 - 105.66,-8.540001,-0.08082529,7.9761863,1752852600,1752852600,1752852600,1752823800,1752823800,False,2.29,2.195,44.246017,4.7180023,0.051059525,14.636185,0.1774431,15,0,3.0 - Hold,False,
