address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Birger Jarlsgatan 61,Box 7731,Stockholm,103 95,Sweden,46 8 20 92 08,https://www.starbreeze.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Starbreeze AB (publ) develops, publishes, and distributes PC and console games in Europe and North America. The company operates through Game Sales, 3rd Party Publishing, Licenses, and Other segments. It offers its games under the PAYDAY brand. The company was incorporated in 1998 and is headquartered in Stockholm, Sweden.",174,"[{'maxAge': 1, 'name': 'Mr. Adolf  Kristjansson', 'age': 51, 'title': 'Chief Executive Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mats  Juhl', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Egil  Strunke', 'age': 59, 'title': 'Chief Operating Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Martin  Melbi', 'title': 'Corporate Communications & Investor Relations Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. André  Persson', 'age': 44, 'title': 'Chief Marketing Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mikael  Eyewood', 'title': 'Head of Quality Assurance', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Wendy  Young', 'title': 'Head of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.1874,0.189,0.1826,0.19,0.1874,0.189,0.1826,0.19,0.0,1.454,-6.18,1839263,1839263,2252778,1898079,1898079,0.1834,0.185,0,0,310259456,0.1588,0.3616,1.575609,0.202422,0.2035705,0.0,0.0,SEK,False,204504784,-1.6413001,1053182384,1482179968,0.21759,0.11729,1673459968,0.38,0.4878947,1735603200,1767139200,1743379200,-323193984,-0.23,-0.03,1:10,1400803200,1.039,-0.601,-0.39021248,0.10611236,EQUITY,0.1854,0.45,0.26,0.355,0.355,none,2,130100000,0.088,-340159008,54020000,1.816,2.2,196914000,9.632,0.133,-0.21121,-0.45161,-210700992,-252722624,-25222000,0.195,-1.07002,-1.7274499,-0.22073999,SEK,STAR-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Starbreeze AB ser. B,Starbreeze AB (publ),1747111500,1755495000,1755840600,1747123200,1747123200,True,-0.23,-0.03,0.01,18.539999,-0.017021999,-0.08409165,-0.018170506,-0.08925903,15,0,False,-1.067238,0.1854,False,1096873200000,-0.002000004,0.1826 - 0.19,Stockholm,2252778,0.026599988,0.16750622,0.1588 - 0.3616,-0.17620002,-0.4872788,-39.021248,[],1752852213,STO,finmb_9329286,Europe/Stockholm,CEST,7200000,se_market,False,
