address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,marketState,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Östra Järnvägsgatan 27,Stockholm,111 20,Sweden,46 8 502 351 77,https://www.hexicongroup.com,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Hexicon AB (publ) develops floating offshore wind power projects in Sweden and Asia. The company also provides TwinWind, a floating foundation with two turbines to optimize the use of sea surface and increase electricity generation. Hexicon AB (publ) was incorporated in 2009 and is headquartered in Stockholm, Sweden.",23,"[{'maxAge': 1, 'name': 'Mr. Marcus  Thor', 'age': 43, 'title': 'President & CEO', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Max  Ek', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Guilherme  Nunes', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Theodore  Paradise', 'title': 'Chief Policy & Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pernilla Lindberg Eriksson', 'title': 'Head of Communications and HR', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Julius  Molzahn', 'title': 'Chief Project Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Benjamin  King', 'title': 'Head of Consents & Permitting', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.175,0.171,0.1675,0.1745,0.175,0.171,0.1675,0.1745,0.0,0.703,0.23263888,191992,191992,533597,404513,404513,0.168,0.174,60937004,0.13,0.594,4.0575976,0.22437,0.199625,0.0,0.0,SEK,False,619994880,0.0,256324458,363803008,0.40004003,0.12529999,363803008,-0.888,1735603200,1767139200,1743379200,-247780992,-0.68,0.72,41.283,-9.745,-0.69175625,0.10611236,EQUITY,0.1675,none,208100000,0.572,-63619000,760400000,0.834,1.287,15018000,0.041,-0.07967,-20214000,-141982368,-129375000,10.2,-1.34598,0.0,-2.26786,SEK,HEXI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Hexicon AB,Hexicon AB (publ),STO,finmb_132862893,Europe/Stockholm,CEST,7200000,se_market,False,[],1752852595,CLOSED,-4.2857103,0.1675,False,False,1623999600000,-0.007499993,0.1675 - 0.1745,Stockholm,533597,0.03750001,0.28846163,0.13 - 0.594,-0.42649996,-0.7180134,-69.17563,-0.68,0.72,-0.05687,-0.25346524,-0.032124996,-0.16092671,-0.18862613,15,0,
