address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,corporateActions,regularMarketTime,trailingPegRatio
Brunnsgatan 3 B,Nyköping,611 32,Sweden,https://sozap.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"SOZAP AB (publ), a digital entertainment company, develops and distributes mobile games. The company offers mobile games, such as ARMED HEIST, Fishing Tour, and Questopia. SOZAP AB (publ) was incorporated in 2014 and is based in Nyköping, Sweden.",12,"[{'maxAge': 1, 'name': 'Mr. Rade  Prokopovic', 'age': 42, 'title': 'Founder, MD, CEO & Director', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Ekstrand', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kristofer  Boman', 'age': 41, 'title': 'Chief Technology Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jacob  Christianson', 'age': 37, 'title': 'Chief Product Officer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.467,0.484,0.484,0.484,0.467,0.484,0.484,0.484,0.0,0.279,39,39,42900,93714,93714,0.43,0.482,11057512,0.18,1.07,0.46003962,0.5226,0.440265,0.0,0.0,SEK,False,9840785,-0.40319002,9231081,22238200,0.67617995,0.0366,22846100,1.08,0.44814813,1735603200,1767139200,1743379200,-9691000,-0.41,0.409,-1.086,-0.4027211,0.10611236,EQUITY,0.484,none,3769000,0.169,-9065000,0,3.343,3.686,24036000,1.197,-0.21919,-0.38669,22476000,-1996625,1950000,-0.318,0.9351,-0.37714002,-0.45438,SEK,SOZAP.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,15,0,False,False,1623222000000,0.01699999,0.484 - 0.484,Stockholm,42900,0.304,1.6888888,0.18 - 1.07,-0.5860001,-0.5476636,-40.27211,-0.41,-0.038599998,-0.07386146,0.043734998,0.09933789,3.6402545,0.484,STO,finmb_653393616,Europe/Stockholm,CEST,7200000,se_market,False,SOZAP AB,SOZAP AB (publ),[],1752843604,
