address1,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,regularMarketTime,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Uppsala Science Park,Uppsala,751 83,Sweden,46 1 84 72 30 30,46 18 10 74 02,https://scandidos.com,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"ScandiDos AB (publ) engages in the provision of measurement systems and software designed for the QA and validation of new dynamic and modulated treatments implemented in clinics worldwide. It offers Delta4 Discover and Delta4 Phantom+ for the QA of advanced radiation therapy procedures such as VMAT, RapidArc, IMRT, and Tomotherapy. The company was incorporated in 2001 and is headquartered in Uppsala, Sweden.",26,"[{'maxAge': 1, 'name': 'Mr. Carl Gustaf Piehl', 'age': 46, 'title': 'MD & CEO', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 1820000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Henriette  Munch', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Pederson', 'age': 46, 'title': 'CTO & Quality Manager', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Reinli', 'age': 63, 'title': 'Sales Manager & VP of Sales', 'yearBorn': 1961, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.38,1.35,1.34,1.35,1.38,1.35,1.34,1.35,0.0,0.774,134.0,6.7000003,3242,3242,30079,17047,17047,1.34,1.38,0,0,76394872,1.16,1.83,1.2085693,1.3443,1.5054,0.0,0.0,SEK,False,68048192,0.0051700003,28750121,57011100,0.85623,0.03413,57438100,0.789,1.6983525,1745971200,1777507200,1745971200,327000,0.01,0.2,1.077,68.367,-0.1785714,0.10611236,EQUITY,1.34,none,10057000,0.176,995333,0,0.925,1.65,63211000,1.109,0.00496,0.00733,46252000,10492250,-8045000,0.022,0.73170996,0.01575,-0.04355,SEK,SDOS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_46107232,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,[],1752841176,False,ScandiDos AB,ScandiDos AB (publ),-0.03999996,1.34 - 1.35,Stockholm,30079,0.18000007,0.15517248,1.16 - 1.83,-0.49,-0.26775956,-17.85714,1750244340,1758020340,1758542400,True,0.01,0.2,-0.0042999983,-0.0031986893,-0.16539991,-0.109871075,15,0,False,1397199600000,-2.898548,1.34,
