address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,trailingPegRatio
Gävlegatan 12a,Stockholm,113 30,Sweden,46 8 51 72 97 70,https://oneflow.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Oneflow AB (publ), a software company, develops, sells, and implements digital contract management and automation systems in Sweden, Norway, North America, and internationally. The company offers digital contracts, contract management, electronic signatures, digital signatures, and Oneflow AI products. It also provides solutions in the areas of sales, human resource, procurement, enterprise, scale, startup, and IT and operations. Oneflow AB (publ) was incorporated in 2012 and is headquartered in Stockholm, Sweden.",157,"[{'maxAge': 1, 'name': 'Mr. Anders  Hamnes', 'age': 50, 'title': 'Founder, MD, CEO & Director', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 2510000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Rinman', 'title': 'Co-Founder & Developer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Karl  Moodh', 'age': 36, 'title': 'Co-Founder & CTO', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Natalie  Jelveh M.Sc.', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gustaf  Wibom', 'age': 37, 'title': 'Chief Customer Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,23.5,24.3,24.3,25.4,23.5,24.3,24.3,25.4,0.0,0.873,13571,13571,6567,12537,12537,24.2,24.4,787363840,21.5,43.9,4.2604885,26.216,30.8725,0.0,0.0,SEK,False,595205376,-22.272726,-0.43219003,12373058,28392000,0.71899,0.19328,32137300,4.519,5.4215536,1735603200,1767139200,1743379200,-79872000,-2.94,3.221,-7.771,-0.32681566,0.10611236,EQUITY,24.5,34.0,34.0,34.0,34.0,none,1,84285000,2.974,-76592200,7904000,0.932,1.013,184806000,6.173,6.791,-0.21107,-0.65462995,24893000,-38108176,-24008000,0.237,0.1347,-0.41445,-0.38096002,SEK,ONEF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752764988,Oneflow AB,Oneflow AB (publ),STO,finmb_542183136,Europe/Stockholm,CEST,7200000,se_market,False,4.255319,24.5,-32.68157,-2.94,-1.64,-14.939025,-1.7159996,-0.0654562,-6.3724995,-0.20641346,15,0,False,PREPRE,False,1649401200000,1.0,24.3 - 25.4,Stockholm,6567,3.0,0.13953489,21.5 - 43.9,-19.400002,-0.44191346,
