address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,marketState,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Herkulesgatan 14,Stockholm,111 52,Sweden,46 8 58 79 79 00,https://www.nordicflanges.com,Metal Fabrication,metal-fabrication,Metal Fabrication,Industrials,industrials,Industrials,"Nordic Flanges Group AB (publ) produces and sells industrial flanges in Sweden, rest of the Nordic region, and internationally. The company provides flange solutions and forged products in stainless steel, aluminum, and carbon steel. It offers stock flanges, collars, welding rings, and loose flanges, as well as special stainless steel flanges, silumin flanges, and customer-specific products. The company was formerly known as Vinovo AB (publ) and changed its name to Nordic Flanges Group AB (publ) in March 2015. Nordic Flanges Group AB (publ) was incorporated in 2005 and is headquartered in Stockholm, Sweden.",95,"[{'maxAge': 1, 'name': 'Mr. Frederik Daublebsky Von Sterneck', 'age': 62, 'title': 'President & CEO', 'yearBorn': 1962, 'fiscalYear': 2023, 'totalPay': 2355000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Juho  Niemi', 'age': 42, 'title': 'Sales Director', 'yearBorn': 1982, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Annette  Hansson', 'age': 44, 'title': 'Chief Financial Officer - Koncern', 'yearBorn': 1980, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Robert  Svedberg', 'age': 45, 'title': 'Site Manager & COO of Sjalevad', 'yearBorn': 1979, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ari  Ahlgren', 'age': 62, 'title': 'Operations Manager - Kronoby', 'yearBorn': 1962, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Timo  Suni', 'age': 58, 'title': 'Plant Manager of Kalajoki', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,1493337600,0.0,0.138,10,10,9256,7145,7145,10.6,11.0,0,0,24317354,8.95,28.6,0.10482251,12.02,12.97175,0.0,0.0,SEK,False,56352104,-0.07093,547141,2294090,0.18024,0.12158,2294090,8.247,1.285316,1735603200,1767139200,1743379200,-16455000,-10.95,1:100,1736812800,0.243,95.35,-0.3651685,0.10611236,3.0,1493337600,EQUITY,10.6,none,24577000,10.713,591000,53400000,0.441,0.892,231986000,282.241,110.873,-0.051030003,-0.88519996,120201000,11981625,3750000,0.054,0.51814,0.0025499999,0.00712,SEK,NFGAB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Stockholm,9256,1.6500006,0.18435761,8.95 - 28.6,-18.0,-0.6293706,-36.51685,-10.95,-1.4200001,-0.11813644,-2.3717499,-0.18283962,15,0,False,False,1193036400000,0.0,10.6 - 10.6,CLOSED,Nordic Flanges Group AB,Nordic Flanges Group AB (publ),0.0,10.6,[],1752823884,STO,finmb_34360918,Europe/Stockholm,CEST,7200000,se_market,False,
