address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Nellickevägen 20,Gothenburg,412 63,Sweden,https://carasent.com,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Carasent AB (publ) provides cloud based electronic health record (EHR) systems solutions and platform services for healthcare sector in Nordics and Germany. The company offers Webdoc, Webdoc X, Metodika, Ad Curis, Ad Opus, and Data-AL solutions. It also provides Medrave, Vårdrummet, Ad Voca, and HPI Plustoo services, as well as an ecosystem of platform services, including solutions for patient communication and business intelligence. The company was founded in 1997 and is headquartered in Gothenburg, Sweden.",199,"[{'maxAge': 1, 'name': 'Mr. Daniel  Ohman', 'age': 44, 'title': 'Chief Executive Officer', 'yearBorn': 1980, 'fiscalYear': 2023, 'totalPay': 3446239, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Svein Martin Bjornstad', 'age': 34, 'title': 'Chief Financial Officer', 'yearBorn': 1990, 'fiscalYear': 2023, 'totalPay': 2283044, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Advocate Jon  Schultz', 'title': 'Legal Counsel', 'fiscalYear': 2023, 'totalPay': 45000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Jernberg', 'age': 54, 'title': 'Chief Compliance Officer', 'yearBorn': 1970, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cornelia  Broqvist', 'age': 51, 'title': 'Chief Marketing Officer', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1199369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna Holmen Larsson', 'title': 'People & Culture Manager', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Vilma  Jonson', 'age': 30, 'title': 'Head of Strategy', 'yearBorn': 1994, 'fiscalYear': 2023, 'totalPay': 122813, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,29.1,29.3,29.25,30.3,29.1,29.3,29.25,30.3,1700006400,0.0,-0.886,108937,108937,211804,398652,398652,30.0,30.3,2209522688,16.2,31.25,7.5063705,27.2601,22.95625,0.0,0.0,SEK,False,2013348992,44.87837,-0.118549995,53259989,72324800,0.17518999,0.57219005,73163000,12.787,2.3617737,1735603200,1767139200,1743379200,-34896000,-0.48,1:4,1558569600,6.84,-48.083,0.77710843,0.10611236,1.84,1700006400,EQUITY,30.2,29.0,25.27139,27.4238,28.0,1.0,strong_buy,3,253206000,3.386,-41872000,38260000,2.673,2.739,294352992,4.338,4.058,-0.0207,-0.0382,249104000,12464000,29455000,0.289,0.84628,-0.14225,-0.02157,NOK,CARA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,211804,14.0,0.8641975,16.2 - 31.25,-1.0499992,-0.033599976,77.710846,1744347600,1744347600,1744351200,1744351200,False,-0.48,0.30703,98.361725,2.9399014,0.10784632,7.2437515,0.31554595,15,0,1.0 - Strong Buy,False,Carasent AB,Carasent AB (publ),[],1752852574,False,1198224000000,1.1000004,29.25 - 30.3,Stockholm,CLOSED,STO,finmb_4222700,Europe/Stockholm,CEST,7200000,se_market,False,3.7800698,30.2,
