address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Norrtullsgatan 12A,Stockholm,113 27,Sweden,46 8 52 25 41 50,https://www.unlimitedtravelgroup.se,Leisure,leisure,Leisure,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Unlimited Travel Group UTG AB (publ) operates as a travel company. It offers travel agency operations, travel arrangements, corporate events, and related operations. The company was incorporated in 1988 and is based in Stockholm, Sweden.",120,"[{'maxAge': 1, 'name': 'Ms. Charlotte  Blum', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Hanski', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Bodin', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,17.75,17.8,17.8,18.3,17.75,17.8,17.8,18.3,0.4,2.33,1748217600,0.2229,5.81,1.236,11.401274,8081,8081,26118,83349,83349,17.6,17.9,0,0,209469376,11.9,18.7,0.24152812,17.114,15.36725,0.4,0.022535212,SEK,False,153792384,0.02112,5228417,11702200,0.44452,0.18643999,11769800,3.024,5.919312,1735603200,1767139200,1743379200,18319000,1.57,0.177,5.298,0.23943663,0.10611236,0.4,1748217600,EQUITY,17.9,none,101800000,8.699,29028000,48269000,0.557,0.855,867267008,114.888,74.112,0.0429,0.52817,184920992,45776624,50188000,0.105,0.21322,0.033469997,-0.035,SEK,UTG.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,0.7859993,0.045927268,2.5327492,0.16481473,15,0,False,Unlimited Travel Group AB,Unlimited Travel Group UTG AB (publ),[],1752847963,STO,finmb_30466811,Europe/Stockholm,CEST,7200000,se_market,False,False,1166169600000,0.14999962,17.8 - 18.3,Stockholm,26118,6.0,0.5042017,11.9 - 18.7,-0.80000114,-0.04278081,23.943663,1605869940,1605869940,1.57,0.8450682,17.9,
