address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Karolinska Institutet Science Park,Hälsovägen 7,Huddinge,141 57,Sweden,46 87 35 55 95,https://www.nextcellpharma.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"NextCell Pharma AB, a biopharmaceutical company, engages in the research, development, and manufacture of novel stromal cell therapies in Sweden. The company develops ProTrans, a drug candidate that consists of stem cells for the treatment of autoimmune disease, including type-1 diabetes. It also operates Cellaviva, a stem cell bank. The company was incorporated in 2014 and is based in Huddinge, Sweden.",24,"[{'maxAge': 1, 'name': 'Dr. Mathias  Svahn Ph.D.', 'age': 48, 'title': 'Founder & CEO', 'yearBorn': 1976, 'fiscalYear': 2019, 'totalPay': 983528, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patrik  Fagerholm', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lindsay  Davies', 'age': 45, 'title': 'Chief Scientific Officer', 'yearBorn': 1979, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Edvard  Smith', 'age': 73, 'title': 'Chief Medical Officer & Director', 'yearBorn': 1951, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sofie Falk Jansson', 'age': 38, 'title': 'CEO of Cellaviva', 'yearBorn': 1986, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sofia  Sisay', 'age': 43, 'title': 'Head of Clinical Trials', 'yearBorn': 1981, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}]",1577750400,[],86400,4,1.03,1.016,1.012,1.048,1.03,1.016,1.012,1.048,0.0,0.18,383544,383544,458489,486644,486644,1.046,1.048,119232496,0.69,3.84,11.399236,1.0442,2.023655,0.0,0.0,SEK,False,47337996,0.0,63821154,111393000,0.21336001,0.05228,113989000,0.703,1.487909,1725062400,1756598400,1740700800,-38310796,-0.39,4.526,-1.268,-0.3359477,0.10611236,EQUITY,1.046,4.5,4.5,4.5,4.5,none,1,26338062,0.36,-37318168,0,5.123,6.874,10459692,0.174,-0.37261,-0.71476996,-4419571,-24819350,-36912260,0.421,-0.42253,0.0,-2.47557,SEK,NXTCL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,NextCell Pharma AB,NextCell Pharma AB,False,1499929200000,0.016000032,1.012 - 1.048,Stockholm,458489,0.356,0.51594204,0.69 - 3.84,-2.794,-0.72760415,-33.59477,CLOSED,1.5534012,1.046,[],1752851003,STO,finmb_291736277,Europe/Stockholm,CEST,7200000,se_market,False,1643367540,1643630400,-0.39,-0.6,-1.7433332,0.0018000603,0.0017238655,-0.97765493,-0.48311347,15,0,False,
